,3m,3m_gini
424,Arhgef1,5.5346008550856016e-05
425,Arhgef10l,2.8687132094990218e-05
426,Arhgef12,9.310317077607977e-05
427,Arhgef16,2.1568371933277668e-05
428,Arhgef3,0.0003133411734413837
429,Arid1a,2.7938494337784658e-05
430,Arid1b,5.342737556881403e-05
431,Arid4a,4.4256229143593475e-05
432,Arid5b,4.654298065496271e-05
433,Arih1,5.623004914514463e-05
434,Arl1,7.575436703756812e-05
435,Arl2bp,9.025806099929743e-05
436,Arl3,8.626590765018003e-05
437,Arl4d,6.483225469809098e-05
438,Arl6ip1,0.00017042479066349154
439,Arl6ip4,9.39809409886657e-05
440,Arl6ip5,5.78748508689911e-05
441,Arl8b,9.399116714006767e-05
442,Armc1,4.1460459312769174e-05
443,Armcx3,9.765198402234334e-05
444,Arpc1a,8.716423660556569e-05
445,Arpc1b,0.0009665974747340457
446,Arpc2,0.0002544829448435887
447,Arpc3,0.0006098191881717727
448,Arpc4,0.0002813844410036588
449,Arpc5,0.00011978948142580768
450,Arpc5l,0.00010034638198603845
451,Arpp19,0.00016279281047494593
452,Arrb2,0.00010129968060441939
453,Arrdc1,4.697854446617822e-05
454,Arrdc3,2.2496308618487116e-05
455,Arrdc4,6.921833099564281e-05
456,Arsb,9.068017356706181e-05
457,Arvcf,5.4583360477638186e-05
458,Asah1,0.00013057135205250854
459,Asah2,5.8490758893556284e-05
460,Asb13,0.00013840758969493533
461,Asb2,2.914486696540921e-05
462,Asb8,2.9128564265779067e-05
463,Ascc1,6.568208834506854e-05
464,Ash1l,7.802172018020328e-05
465,Asl,0.00013312570529043337
466,Asna1,3.254450252445523e-05
467,Aspa,7.302032274212301e-05
468,Asph,9.100979472226432e-05
469,Aspn,6.0634946965147426e-05
470,Ass1,0.0006568999916220343
471,Asxl1,3.912209856489367e-05
472,Atad1,5.134595871467728e-05
473,Atad3a,3.498541935399608e-05
474,Atf1,6.530851235301596e-05
475,Atf3,0.00015104112807650213
476,Atf4,8.63609828673804e-05
477,Atf6,2.033780151862876e-05
478,Atg13,5.9576427886961675e-05
479,Atg2b,5.717300710031185e-06
480,Atg3,5.871170174067753e-05
481,Atg5,4.5926407481506586e-05
482,Atg9a,3.221206063526184e-05
483,Athl1,5.23515323677602e-05
484,Atl2,2.29014493609362e-05
485,Atl3,3.833495631494189e-05
486,Atn1,9.33509159883801e-05
487,Atox1,0.00013197800747921418
488,Atp11a,0.0002158439257345609
489,Atp13a1,4.246813256860251e-05
490,Atp1a1,0.002210380842878716
491,Atp1a2,2.7355625053619006e-05
492,Atp1b1,0.00024255332221047342
493,Atp1b3,7.67912599512877e-05
494,Atp2a2,0.0001243809340056245
495,Atp2b1,5.44284479651734e-05
496,Atp2c1,4.5615583962174924e-05
497,Atp5a1,0.00032740060523256224
498,Atp5b,0.00038789979845686045
499,Atp5c1,0.0001669409030086347
500,Atp5d,0.00019609935886663547
501,Atp5e,0.0014394003906893192
502,Atp5f1,0.00024933288026833723
503,Atp5g1,0.00040550153160047686
504,Atp5g2,0.00011407062113907516
505,Atp5g3,0.00020255988337245935
506,Atp5h,0.0001985349940181959
507,Atp5j,0.0008735877757916583
508,Atp5j2,0.0020978439262995317
509,Atp5k,0.006251560036609513
510,Atp5l,0.0001903814533069531
511,Atp5o,0.0002659119102665133
512,Atp5sl,6.379048558481075e-05
513,Atp6ap1,9.205898047878556e-05
514,Atp6ap2,8.972053348167618e-05
515,Atp6v0a4,5.609741759439615e-06
516,Atp6v0b,0.00021096181505731343
517,Atp6v0c,0.00016961173241877118
518,Atp6v0c-ps2,2.830263858709482e-05
519,Atp6v0d1,9.336829321922423e-05
520,Atp6v0e,0.00020045152464485106
521,Atp6v1a,0.0003452275520975197
522,Atp6v1b2,0.00016453514166321439
523,Atp6v1c1,4.152858696083093e-05
524,Atp6v1d,9.582244071959574e-05
525,Atp6v1e1,0.00023120399240503248
526,Atp6v1f,0.0001679832836935109
527,Atp6v1g1,0.00018380587814657606
528,Atp6v1h,0.00021741951851613798
529,Atp7a,9.53182987666493e-05
530,Atp8a1,7.380852452125688e-05
531,Atpbd4,3.3067564658981357e-05
532,Atpif1,0.00030215772728340136
533,Atrn,0.000130190674084508
534,Atrx,0.00018411486169584148
535,Atxn1,7.327560339720542e-05
536,Atxn10,3.527655199924525e-05
537,Atxn2,5.945808849207004e-05
538,Aup1,8.043971780178148e-05
539,Aurkaip1,9.004083735262669e-05
540,Azgp1,0.0013290086123640837
541,B230118H07Rik,5.19957051164006e-05
542,B230219D22Rik,0.0001236008977289497
543,B2m,0.0002782522339970648
544,B3gnt1,4.769088029815186e-05
545,B3gnt2,8.983587149455343e-05
546,B4galnt1,8.274648381856515e-05
547,B4galt1,0.00012124903516177233
548,B9d2,5.0626311209517696e-05
549,BC002163,5.520073211486602e-05
550,BC003266,4.361243876236825e-05
551,BC004004,9.343471200920949e-05
552,BC013529,0.00012672190578899052
553,BC016495,0.0001289949820118606
554,BC017158,7.537642533036005e-05
555,BC017612,6.155725679058574e-05
556,BC017643,5.537738626631972e-05
557,BC021785,8.232615681315689e-05
558,BC023829,1.7926142759903627e-05
559,BC026585,7.172089758126554e-05
560,BC029722,8.307972407799083e-05
561,BC031181,9.918601170226596e-05
562,BC031781,4.5717124662072416e-05
563,Bach1,8.152019519825012e-05
564,Bag1,7.482263051295468e-05
565,Bag3,5.062514294420021e-05
566,Bag6,7.280031364394054e-05
567,Baiap2,6.405188527095001e-05
568,Bap1,6.343847255083078e-05
569,Basp1,0.0002717657691586738
570,Bax,9.852424504642341e-05
571,Baz1b,6.369050487817724e-05
572,Baz2a,7.875748901747828e-05
573,Bcam,8.942323380978038e-05
574,Bcan,5.80393200358489e-05
575,Bcap31,0.00010943447691482038
576,Bcar1,2.8153691112693305e-05
577,Bcas3,6.224409837034003e-05
578,Bcat2,6.756704959879382e-05
579,Bccip,7.763145611144221e-05
580,Bckdha,0.00011730355791397295
581,Bckdhb,2.8391072711849443e-05
582,Bckdk,8.82976507289717e-05
583,Bcl10,0.00011302769162080694
584,Bcl11a,9.180838165929837e-06
585,Bcl2,4.160495785340161e-05
586,Bcl2a1b,5.556811780583969e-05
587,Bcl2l1,0.00014538207507178172
588,Bcl6b,3.5063720694064464e-05
589,Bcl7c,1.5281705990713635e-05
590,Bclaf1,5.0879730349320584e-05
591,Bcor,4.033861118706446e-05
592,Bdh2,0.00010291292603083485
593,Becn1,4.301705723257637e-05
594,Bend5,5.574335909611027e-05
595,Beta-s,0.00012763231326692306
596,Bgn,0.0003281879138313697
597,Bhlhe40,3.5410821331235535e-05
598,Bhmt,7.791508291532618e-05
599,Bin1,2.2636158857830717e-05
600,Birc2,6.411007805690001e-05
601,Birc5,3.70894413379835e-05
602,Birc6,9.707775377487689e-05
603,Blcap,4.550774077386281e-05
604,Blmh,3.858649363710249e-05
605,Blnk,4.266011014634793e-05
606,Bloc1s1,0.00017294758089882574
607,Blvra,9.949543321108927e-05
608,Blvrb,7.859528021078398e-05
609,Bmf,1.8202896104638087e-05
610,Bmi1,0.00016116181591993106
611,Bmp2k,0.00013062387606509876
612,Bmp4,8.361617213256992e-06
613,Bmyc,0.00010731997231644424
614,Bnip3,6.319163389490754e-05
615,Bod1,7.983393881183289e-05
616,Bola1,6.856092679966439e-05
617,Bola2,3.4561842354047676e-05
618,Bola3,9.28169949907996e-05
619,Bop1,8.909746573892519e-05
620,Bphl,0.00011535234523397425
621,Bpnt1,6.506864308339355e-05
622,Bptf,3.27123683975617e-05
623,Brap,5.290736432101505e-05
624,Brd1,4.6049536983393555e-05
625,Brd2,7.434857462564606e-05
626,Brd3,9.157068631362752e-05
627,Brd4,4.352219270863065e-05
628,Brd7,3.7002970314894055e-05
629,Bre,3.661694445586297e-05
630,Bri3,0.00013830560237985764
631,Bri3bp,9.979732610627551e-05
632,Brix1,9.410063150241595e-05
633,Brox,0.00017459042730662923
634,Brp44,0.0001189216945333046
635,Brp44l,0.00012333025197281615
636,Brwd1,4.3213014769955944e-05
637,Bscl2,6.038332174384634e-05
638,Bsdc1,7.690641523571582e-05
639,Bsg,0.000207715414081989
640,Bspry,4.9415489675159376e-05
641,Bst2,7.620754266773606e-05
642,Btbd1,4.8002378792511144e-05
643,Btbd3,3.265603422688039e-05
644,Btd,7.816060726481611e-05
645,Btf3,0.00012182655646613953
646,Btf3l4,5.181308116987064e-05
647,Btg1,9.769114912422176e-05
648,Btg2,0.00038870773568556413
649,Bub3,6.081546673320414e-05
650,Bud31,3.7578927858491054e-05
651,Bzw1,0.00030674245067396314
652,Bzw2,5.143618609360691e-05
653,C030044B11Rik,5.871825925043546e-05
654,C030046I01Rik,6.667884286945883e-05
655,C130026I21Rik,6.503594408498355e-05
656,C130074G19Rik,2.0561931262250733e-05
657,C1d,0.0001347755811627037
658,C1qa,0.0005249944564789482
659,C1qb,0.0027105094714762763
660,C1qc,0.002832970611782874
661,C1s,4.546905166279089e-05
662,C230081A13Rik,0.00010499968300774167
663,C3,0.0002759404103340054
664,C330006A16Rik,0.00014405225173950986
665,C330021F23Rik,0.00010715094385795835
666,C5ar1,2.1686452279518737e-05
667,C77080,0.00013464074955387827
668,C8b,1.75245779381163e-05
669,Cab39,3.292746477291474e-05
670,Cadm1,6.924662832890103e-05
671,Calcoco1,0.00013351627369893282
672,Calcrl,0.0003888662366391434
673,Cald1,0.00010297190684047561
674,Calm1,0.0002698615783211448
675,Calm2,0.00017283294528634788
676,Calm3,0.0001841328717029153
677,Calml4,0.0001516878341904362
678,Calr,0.00017210500848390838
679,Calu,0.00019709716462738835
680,Camk1,4.836219383062204e-05
681,Camk1d,2.378567162860469e-05
682,Camk2g,3.505951525298061e-05
683,Caml,3.4948027625027637e-05
684,Camp,5.66854964253457e-05
685,Camta1,4.68164629561237e-05
686,Cand1,1.8134639749023853e-05
687,Cant1,7.44851057504302e-05
688,Canx,0.00025030026694576103
689,Capg,0.0002181437066627667
690,Capn2,0.00011329343711604513
691,Capn7,4.7558748693544716e-05
692,Capns1,0.00010531732032121417
693,Caprin1,0.0001899115612998928
694,Capza2,7.839351439841478e-05
695,Capzb,0.00029878337403717965
696,Car1,7.607521201473958e-05
697,Car12,7.294628018601976e-05
698,Car2,0.00026926369122404306
699,Car3,0.0004138219445457249
700,Card11,3.447434754381723e-05
701,Casc4,5.5834252007485085e-05
702,Casd1,9.681158444665494e-05
703,Casp1,5.363837952785778e-06
704,Casp2,5.5701448882504315e-05
705,Casp8,6.693116882951452e-05
706,Cat,0.00021346239730526154
707,Cav1,8.92876611779032e-05
708,Cav2,0.0004958302210211857
709,Cbfa2t2,7.087262126255511e-05
710,Cbfb,3.1847500079844154e-05
711,Cbll1,4.48698256234293e-05
712,Cbr1,7.584524736200108e-05
713,Cbwd1,1.693203677523503e-05
714,Cbx1,4.418162420968467e-05
715,Cbx3,0.00015620945904576023
716,Cbx5,5.459338854952509e-05
717,Ccar1,4.556526627142414e-05
718,Ccbl1,2.0455173646479482e-05
719,Ccdc107,9.197374423080629e-05
720,Ccdc117,5.406086624435672e-05
