,kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle ascending limb epithelial cell_gini
2143,Jam2,2.5642403458760737e-05
2144,Jam3,6.908101900102409e-05
2145,Jmjd8,2.2562307830343672e-05
2146,Jmy,4.9055404413661695e-05
2147,Jtb,8.884665159493602e-05
2148,Jun,0.00027694261421981663
2149,Junb,0.0005433417227373324
2150,Jund,0.00045147191679268745
2151,Jup,0.00022292523355370753
2152,Kank3,0.0002984227864418234
2153,Kap,0.010996820037721521
2154,Kars,0.0001348101160108092
2155,Katna1,3.6373653160340937e-05
2156,Kazn,3.0490946858873796e-05
2157,Kcmf1,8.232191909151801e-05
2158,Kcnj1,0.0015599644075477207
2159,Kcnj10,6.482602623062945e-05
2160,Kcnj15,0.0003414288520011794
2161,Kcnj16,7.198655042059757e-05
2162,Kcnk1,5.039692699799858e-05
2163,Kcnn4,0.00010470154318111138
2164,Kcnq1ot1,2.486605603893698e-05
2165,Kctd12,0.00012020134551374747
2166,Kdelr1,5.051346616212531e-05
2167,Kdelr2,8.379049733836162e-05
2168,Kdm2a,9.271361158728882e-05
2169,Kdm6b,0.00010128205892091804
2170,Kdr,0.0036949556859814684
2171,Keap1,5.165398797350976e-05
2172,Keg1,0.001838097300185778
2173,Khdrbs1,3.130949252634836e-05
2174,Khk,0.00044631413469102354
2175,Kidins220,4.913273403606413e-05
2176,Kif1b,4.1451551332134806e-05
2177,Kif21a,0.00011027892330595507
2178,Kif3a,4.0222432442750055e-05
2179,Kif3b,2.712468153563174e-05
2180,Kif5b,9.589806833521738e-05
2181,Kifc3,2.7627025627649005e-05
2182,Kitl,0.00014382436493302135
2183,Kl,0.0005900651607629237
2184,Klf13,0.0013794406625740963
2185,Klf15,0.00011686444382820783
2186,Klf2,0.0017999635555023105
2187,Klf4,0.00015847623457647362
2188,Klf5,6.136272777082207e-05
2189,Klf6,0.00016432949274691763
2190,Klf7,7.698700068082601e-05
2191,Klf9,0.00010069621059731469
2192,Klhl24,3.047344235306685e-05
2193,Klhl9,0.00010117810397750662
2194,Klk1,0.0017407143953507157
2195,Klra2,1.3568742695113029e-05
2196,Klrd1,1.2120299552859335e-05
2197,Kng1,0.00012528665935932038
2198,Kng2,0.004016842985924211
2199,Kpna1,2.723938715302977e-05
2200,Kpna4,5.60354858168701e-05
2201,Kpna6,2.141780392172845e-05
2202,Kras,0.0001043164061925313
2203,Krcc1,3.923435690644764e-05
2204,Krt14,6.005070769842074e-05
2205,Krt15,0.00022895513989030404
2206,Krt18,0.00019908946060420907
2207,Krt19,0.0001443434132539017
2208,Krt5,6.307327467907416e-05
2209,Krt7,9.647813519398255e-05
2210,Krt8,6.782184796300306e-05
2211,Krtcap2,0.00016630340047378084
2212,Lactb,4.038602603347354e-05
2213,Lactb2,0.00012601868838651021
2214,Lad1,0.00010074943902113983
2215,Lair1,6.833979040575734e-05
2216,Lamb1,8.044870342811898e-05
2217,Lamb2,9.144849191901967e-05
2218,Lamc1,7.292223969780981e-05
2219,Lamp1,0.00019489796260166334
2220,Lamp2,0.00020506663590265766
2221,Lamtor2,0.00019416751958204056
2222,Lamtor3,2.6222773880230234e-05
2223,Lancl1,7.653331839058773e-05
2224,Lap3,0.0002656588744412334
2225,Laptm4a,0.0010249674994303008
2226,Laptm4b,7.271963373312119e-05
2227,Laptm5,0.0017682992410367035
2228,Larp1,3.731513090943421e-05
2229,Larp1b,8.61969104947972e-05
2230,Larp4,5.832676987538989e-05
2231,Lars2,0.0004092054610822056
2232,Las1l,1.3662517781474242e-05
2233,Lass2,7.989493305513162e-05
2234,Lass5,7.798546399628301e-05
2235,Lat,0.0005849144968168892
2236,Lat2,3.104622872944368e-05
2237,Lats2,4.769182179917436e-05
2238,Lbh,3.63108888946336e-05
2239,Lbp,3.305594665136931e-05
2240,Lbr,3.783975439729822e-05
2241,Lck,0.00047705722174219207
2242,Lcmt1,2.9866799905341453e-05
2243,Lcn2,3.0212829731190105e-05
2244,Lcp1,0.0010700468063177858
2245,Lcp2,0.00046181521731058437
2246,Ldb1,7.074355540979637e-05
2247,Ldb2,2.1328531012644903e-05
2248,Ldha,0.0002381789951263833
2249,Ldhb,0.001834179651167237
2250,Ldhd,0.0004264044004527607
2251,Lef1,3.4082283182661785e-05
2252,Leprot,6.653361051193275e-05
2253,Leprotl1,9.53022673368591e-05
2254,Letm1,4.5224759774465225e-05
2255,Lgals1,0.00029174722405831625
2256,Lgals3,0.00026396693664755447
2257,Lgals3bp,0.00014391880816871702
2258,Lgals9,0.00027779101916946343
2259,Lgmn,0.0005099040420218071
2260,Lgr4,5.999359426976656e-05
2261,Lhfp,0.00011264150753920199
2262,Lhx1,7.98144167845403e-05
2263,Lifr,5.8390962988954415e-05
2264,Lilra5,0.0002507315835786286
2265,Lilrb3,0.0004251144530568877
2266,Lilrb4,0.0008310361815146601
2267,Lima1,7.071497385317493e-05
2268,Limch1,0.00045010811467365404
2269,Limd2,0.00016529858654501165
2270,Lime1,0.00014823792132267772
2271,Lims2,5.180794031499936e-05
2272,Lipa,8.149905486331673e-05
2273,Litaf,0.0001973430340771235
2274,Llph,3.4887855721473546e-05
2275,Lman1,8.501977360785552e-05
2276,Lman2,6.994080183036529e-05
2277,Lmcd1,2.7376936218453206e-05
2278,Lmna,0.00014185496687443996
2279,Lmo2,4.820530662840037e-05
2280,Lmo4,7.145702077940171e-05
2281,Lonp1,2.61471484602119e-05
2282,Loxl1,0.0001748418190067943
2283,Loxl2,8.393310952922019e-05
2284,Lpar1,2.9277900320279047e-05
2285,Lpcat2,0.0001888064131305999
2286,Lpcat3,5.512551698958945e-05
2287,Lpin2,1.9226509772927127e-05
2288,Lpl,0.0008835966138971074
2289,Lpp,5.804017808858322e-05
2290,Lpxn,3.829562964788436e-05
2291,Lrba,1.7360307235345837e-05
2292,Lrmp,3.449870495583626e-05
2293,Lrp1,0.00018344709507598533
2294,Lrp10,5.9783759917178764e-05
2295,Lrp2,0.003831584703872961
2296,Lrp4,1.9056422742308466e-05
2297,Lrp6,3.1717388707376306e-05
2298,Lrpap1,9.813124709536553e-05
2299,Lrpprc,2.6054844732036553e-05
2300,Lrrc25,0.00013088991955220521
2301,Lrrc32,0.00021107887203231427
2302,Lrrc33,0.00025897580848420216
2303,Lrrc58,0.00011181047527848585
2304,Lrrc59,5.730489525742592e-05
2305,Lrrc61,0.00011815478641976163
2306,Lrrc66,4.3401995875107544e-05
2307,Lrrc8a,0.0006005109388129452
2308,Lrrfip1,7.141443249058492e-05
2309,Lsm12,3.281067994661918e-05
2310,Lsm14b,4.683776215641679e-05
2311,Lsm2,3.901451456854693e-05
2312,Lsm4,9.538343636343144e-05
2313,Lsm7,5.5414438250526555e-05
2314,Lsmd1,5.5064191758835326e-05
2315,Lsp1,0.0010699955469273424
2316,Lst1,0.0013007551640647859
2317,Lta4h,5.31515818780877e-05
2318,Ltb,0.0003287974983985624
2319,Ltbp1,4.9466520320723557e-05
2320,Ltbp4,3.028082496531039e-05
2321,Ltbr,3.9507322130896474e-05
2322,Ltc4s,3.0110840976328416e-05
2323,Luc7l2,5.8543366961334785e-05
2324,Luc7l3,5.356497071203805e-05
2325,Lum,5.762112567230717e-05
2326,Luzp1,4.4463364930854725e-05
2327,Ly6a,0.0037664455114807417
2328,Ly6c1,0.0067772289516689465
2329,Ly6c2,0.0001731498393941742
2330,Ly6d,0.001248756130896195
2331,Ly6e,0.0029008953801171857
2332,Ly6k,4.6966841445992674e-05
2333,Ly86,0.0010199852384195555
2334,Lyn,0.00042539700902912727
2335,Lypla1,7.469029595082531e-05
2336,Lyplal1,4.393676599097618e-05
2337,Lyrm4,2.5597389301611973e-05
2338,Lysmd2,3.265071200094285e-05
2339,Lyz2,0.00207235817146435
2340,M6pr,0.00010369181358409917
2341,Macf1,7.424288795095813e-05
2342,Macrod2,4.974559156544335e-05
2343,Mad2l1,5.577663284598915e-05
2344,Maea,6.330196713298587e-05
2345,Maf,0.000374646223569088
2346,Maf1,7.086050375655573e-05
2347,Mafg,4.032906229398355e-05
2348,Maged1,4.910346030654743e-05
2349,Magix,8.221122148012576e-05
2350,Magoh,3.162899755327315e-05
2351,Magt1,6.119980091115124e-05
2352,Mal,0.0013718528442997686
2353,Malat1,0.004145725341642132
2354,Maml1,1.1127178250689296e-05
2355,Man2b1,0.00013047486011396852
2356,Manf,0.00013122692797995226
2357,Maob,5.1521067589180845e-05
2358,Map1lc3a,7.946778574300249e-05
2359,Map1lc3b,0.00017434002602611872
2360,Map2k1,0.00011631876504429402
2361,Map2k2,0.00013118296137216447
2362,Map2k3,3.0070010533582448e-05
2363,Map3k1,7.165354511630194e-05
2364,Map3k11,2.6394608502970195e-05
2365,Map3k8,2.172445390724258e-05
2366,Mapk1,6.629448743721381e-05
2367,Mapk1ip1l,5.3169814817083026e-05
2368,Mapkapk2,4.142411393598397e-05
2369,Mapre1,4.6512687082307524e-05
2370,Mapre2,6.754332179795329e-05
2371,Mapt,6.924131586709643e-05
2372,March2,7.866695960414371e-05
2373,March5,6.530123532249928e-05
2374,Marcks,0.0008307886814112722
2375,Marcksl1,3.113717439288856e-05
2376,Mark2,5.20678822440387e-05
2377,Mars,4.2111340933678896e-05
2378,Mat2a,7.49035978572532e-05
2379,Mat2b,8.536652436292543e-05
2380,Matr3,7.716542377575938e-05
2381,Max,5.8044459472270854e-05
2382,Mbd3,5.866836258114254e-05
2383,Mbnl1,0.00011183944534851131
2384,Mbnl2,5.258215492897998e-05
2385,Mboat7,1.5128132430074275e-05
2386,Mbp,0.00011593293954376493
2387,Mcart1,3.7817914000271505e-05
2388,Mccc1,4.694122447797179e-05
2389,Mcee,8.398313237813971e-05
2390,Mcfd2,6.049309917519572e-05
2391,Mcl1,8.518462565866685e-05
2392,Mcm5,6.324489534508324e-05
2393,Mcm6,1.815082915843991e-05
2394,Mcm7,6.051087242340718e-05
2395,Mcmbp,7.292630643635033e-05
2396,Mcrs1,1.7312276292203817e-05
2397,Mdh1,0.00025321937834620994
2398,Mdh2,0.00023733876343720397
2399,Mdk,0.00027115202025582017
2400,Me1,5.5511762763967735e-05
2401,Me2,4.473275565747531e-05
2402,Mea1,4.6825165595379965e-05
2403,Mecr,4.1197931797172724e-05
2404,Med1,9.17048744915983e-05
2405,Med10,5.2065763893300405e-05
2406,Med21,3.687843944758952e-05
2407,Med26,6.159970605955603e-05
2408,Med28,9.8153061582823e-05
2409,Mef2a,1.89431736178924e-05
2410,Mef2c,9.205306597686025e-05
2411,Meis1,0.00012017181537443716
2412,Meis2,0.0005345772430088438
2413,Mep1a,0.0011668603677325556
2414,Mesdc2,7.703853862588322e-05
2415,Met,4.1174336847100806e-05
2416,Metap2,6.545716844780094e-05
2417,Metrnl,6.181803963480921e-05
2418,Mettl1,4.727312844483301e-05
2419,Mettl7a1,8.91731208377903e-05
2420,Mettl7b,7.905248501269124e-05
2421,Mettl9,6.275731056243176e-05
2422,Mfap1b,5.0612694143371285e-05
2423,Mfap5,0.00016673169925679988
2424,Mfge8,0.0002835409385244663
2425,Mfsd1,0.00012094462366389365
2426,Mfsd10,5.4668473370518306e-05
2427,Mfsd11,0.00011507140593346677
2428,Mfsd4,0.0004686686022069427
2429,Mfsd5,9.414721269114808e-05
2430,Mgat1,3.698723026103415e-05
2431,Mgat2,0.00010992942581699135
2432,Mgat4a,0.00013604344414760953
2433,Mgat4b,4.5910620024755224e-05
2434,Mgea5,8.228030327000497e-05
2435,Mgl2,0.00012035283743611176
2436,Mgll,0.0001184626356408547
2437,Mgp,5.143277737698456e-05
2438,Mgrn1,3.241520250836982e-05
2439,Mgst1,0.00010483301087395215
2440,Mgst3,0.00030594000892400004
2441,Mia3,7.42196543342394e-05
2442,Micu1,3.56199513716485e-05
2443,Mid1ip1,3.377575896735294e-05
2444,Midn,4.6804063724335936e-05
2445,Mier1,6.693471719295314e-05
2446,Mif,0.0006433523802119904
2447,Mif4gd,9.406209916426543e-05
2448,Minos1,0.00016079309931241377
2449,Minpp1,4.5332332678350016e-05
2450,Miox,0.006239777843842251
2451,Mir682,0.00021117044880164136
2452,Mir684-1,4.1536054567126185e-05
2453,Mir692-1,0.0002679049225514923
2454,Mir703,3.195797553035233e-05
2455,Mki67ip,7.487396913509838e-05
2456,Mknk2,7.488622848025911e-05
2457,Mkrn1,5.983187528456671e-05
2458,Mlec,0.00012984947317138635
2459,Mlf2,0.00011442224567554024
2460,Mll1,7.334617341497124e-05
2461,Mll2,5.783659139702164e-05
2462,Mll3,5.6317377965897414e-05
2463,Mll5,5.426110030087588e-05
2464,Mllt4,4.6756570722586545e-05
2465,Mlx,1.4288979505683268e-05
2466,Mlxip,2.0449472869058885e-05
2467,Mlycd,9.678233155593186e-05
2468,Mmachc,3.64265344679169e-05
2469,Mme,2.3879494691628162e-05
2470,Mmp2,0.00012773674430536315
2471,Mmp23,0.0001280734132158057
2472,Mmrn2,0.0027849985556606784
2473,Mnd1,2.9849900480503895e-05
2474,Mndal,2.3973561355611093e-05
2475,Mnt,2.7254943759870285e-05
2476,Mob1a,4.800806246080267e-05
2477,Mob3a,6.027442921142945e-05
2478,Mob4,5.301904357732002e-05
2479,Mocs2,6.305123275683822e-05
2480,Mogat1,0.0005120701969448316
2481,Mon2,5.567448084836122e-05
2482,Morf4l1,9.343610337870096e-05
2483,Morf4l2,0.00011370642575228587
2484,Mosc2,0.0002031077479112847
2485,Mospd3,3.774686652505492e-05
2486,Mpeg1,0.0008080806789369628
2487,Mphosph8,3.8230759798635146e-05
2488,Mpnd,6.273158142686135e-05
2489,Mpp1,0.00010516801277993716
2490,Mpp6,0.00012317412847243601
2491,Mprip,4.008692710440281e-05
2492,Mpv17,7.203637536298226e-05
2493,Mpv17l,0.00018607284870385276
2494,Mpv17l2,3.838804810977143e-05
2495,Mpzl1,1.73917955132752e-05
2496,Mrc1,5.030366102443083e-05
2497,Mrfap1,9.877159711744256e-05
2498,Mri1,2.8427980959225797e-05
2499,Mrp63,7.317132527395917e-05
2500,Mrpl12,0.0001169316870544422
2501,Mrpl13,9.380524828531227e-05
2502,Mrpl14,7.761733140907285e-05
2503,Mrpl17,4.9522819087444895e-05
2504,Mrpl18,7.191843945327946e-05
2505,Mrpl2,6.802235546437501e-05
2506,Mrpl20,6.886446025660426e-05
2507,Mrpl24,6.915324804149852e-05
2508,Mrpl27,4.270639676047056e-05
2509,Mrpl28,6.671479089504139e-05
2510,Mrpl30,7.234080799696671e-05
2511,Mrpl32,1.660373304522296e-05
2512,Mrpl33,0.00010749713577888204
2513,Mrpl34,0.00011811284580808939
2514,Mrpl36,5.03975993832674e-05
2515,Mrpl39,1.698352757018525e-05
2516,Mrpl4,6.65155268658521e-05
2517,Mrpl42,0.0001861567583162214
2518,Mrpl43,6.475057708258569e-05
2519,Mrpl45,6.0827434871723794e-05
2520,Mrpl48,5.998501948373104e-05
2521,Mrpl50,2.5661901447424516e-05
2522,Mrpl51,9.926780040234274e-05
2523,Mrpl52,4.861811566355274e-05
2524,Mrpl54,7.520116649859273e-05
2525,Mrpl9,2.5480329657828802e-05
2526,Mrps12,5.19938687107714e-05
2527,Mrps14,7.004146664060423e-05
2528,Mrps16,6.563961555719345e-05
2529,Mrps17,6.156091245094847e-05
2530,Mrps18a,6.436778318509597e-05
2531,Mrps18c,3.395860745282127e-05
2532,Mrps21,9.380003564652366e-05
2533,Mrps23,4.3189560730798154e-05
2534,Mrps24,0.00011191864006055594
2535,Mrps25,2.6631041858607322e-05
2536,Mrps26,7.984858718637008e-05
2537,Mrps28,2.8145259752446002e-05
2538,Mrps34,7.518689121070885e-05
2539,Mrps36,5.968446894856098e-05
2540,Mrps5,6.993747025135018e-05
2541,Mrps6,0.0003955308867073209
2542,Mrps7,4.279445509782319e-05
2543,Ms4a1,0.000260931103374547
2544,Ms4a4b,0.001490379855304981
2545,Ms4a4d,2.7509497091854973e-05
2546,Ms4a6b,0.0002651999107633411
2547,Ms4a6c,0.0008860215883038634
2548,Ms4a7,0.00039595516019254177
2549,Msi2,5.838457113796845e-05
2550,Msn,0.0001958173264112305
2551,Msra,6.47584106169985e-05
2552,Mt1,0.002202334631001896
2553,Mt2,0.0003436080802560478
2554,Mta3,0.0001660207207257734
2555,Mtap4,4.438124246689467e-05
2556,Mtap7d1,0.00012109393003076654
2557,Mtch1,0.00013410275921405367
2558,Mtch2,0.00010803680736619924
2559,Mtcp1,3.5241763815470105e-05
2560,Mtdh,0.00011071661351930597
2561,Mtfr1,2.9959430257222207e-05
2562,Mthfd1,5.1666087637843335e-05
2563,Mtmr2,4.510875836251642e-05
2564,Mtor,2.3191068255203703e-05
2565,Mtpn,7.20554052140251e-05
2566,Mtss1,4.5945882186257335e-05
2567,Mtx1,8.276087284195003e-05
2568,Mtx2,4.6126602396218945e-05
2569,Mup20,3.469774349780548e-05
2570,Mustn1,9.771148550677045e-05
2571,Mut,9.116890251880292e-05
2572,Mvd,7.083650195571175e-05
2573,Mxra8,5.858595337158656e-05
2574,Myadm,0.00017201960349660773
2575,Mycbp2,9.058984564888778e-05
2576,Myct1,0.00021299758567693962
2577,Myd88,2.5973582483838205e-05
2578,Myeov2,0.00017280080242501017
2579,Myg1,3.2915240260009905e-05
2580,Myh9,0.0001018080730429674
2581,Myl12a,0.0002652247205875533
2582,Myl12b,0.0001228884679689096
2583,Myl6,0.00020851916626682933
2584,Myl9,9.000050216046617e-05
2585,Mylip,6.375612417793926e-05
2586,Mylk,6.26179046068943e-05
2587,Myo10,7.194559734130431e-05
2588,Myo18a,3.435508288991505e-05
2589,Myo1b,3.140598057240626e-05
2590,Myo1c,4.0856911660542024e-05
2591,Myo1f,0.0001447721217150487
2592,Myo6,9.83346169532815e-05
2593,Myo9a,2.394993077291083e-05
2594,Myst2,3.310227233714948e-05
2595,N6amt1,4.165049150039695e-05
2596,Naa10,5.1499656850165164e-05
2597,Naa15,5.040375478164903e-05
2598,Naa20,4.6978179140471754e-05
2599,Naaa,5.9286055313129526e-05
2600,Naca,0.00017608011329263407
2601,Nacc2,4.455958138015958e-05
2602,Nadk,5.654901432906483e-05
2603,Nae1,2.2376966262711507e-05
2604,Nagk,4.983459129264344e-05
2605,Nampt,4.243670029758844e-05
2606,Nans,8.191396336705669e-05
2607,Nap1l1,9.28438476538745e-05
2608,Nap1l4,0.0001077705746286138
2609,Napa,0.00013352358605839978
2610,Napsa,0.003751843785691919
2611,Nars,0.00014617786614580633
2612,Nasp,4.91687353361136e-05
2613,Nat6,1.8802463216790795e-05
2614,Nat8,0.001871605402553612
2615,Nav2,4.686694483420882e-05
2616,Nbeal1,1.992024852245873e-05
2617,Nbl1,0.00018537208864863414
2618,Nbn,5.652827955615752e-05
2619,Nbr1,5.6447022943278865e-05
2620,Ncaph2,8.849153332265345e-05
2621,Nccrp1,0.00010711151248177299
2622,Nceh1,2.7292416465183685e-05
2623,Ncf1,5.094657839679058e-05
2624,Ncf2,0.00014986030185917338
2625,Ncf4,2.1376330834828066e-05
2626,Nck1,2.9596847495241824e-05
2627,Nckap1l,0.00010558012505954422
2628,Ncl,0.00013661780910665742
2629,Ncoa3,0.0002813828834575365
2630,Ncoa4,4.165732698962174e-05
2631,Ncoa6,6.642721515854737e-05
2632,Ncor1,8.321825012814873e-05
2633,Ncor2,3.669623995557901e-05
2634,Ncstn,4.2082162265179884e-05
2635,Ndel1,7.499512986624692e-05
2636,Ndfip1,0.0001283792166004401
2637,Ndfip2,3.3020623513148046e-05
2638,Ndrg1,0.0018110043123331803
2639,Ndrg2,0.0001855318558765261
2640,Ndrg3,5.321252026204282e-05
2641,Ndufa1,0.0005083928713658203
2642,Ndufa10,0.00010004859942823544
2643,Ndufa11,0.00025843042037868475
2644,Ndufa12,0.00019646756920574615
2645,Ndufa13,0.00026305064465818824
2646,Ndufa2,0.00017889546213446396
2647,Ndufa3,0.000273082117439486
2648,Ndufa4,0.0006233317197757723
2649,Ndufa5,0.00022953769303888372
2650,Ndufa6,0.00022319520772390902
2651,Ndufa7,0.00017289532454682632
2652,Ndufa8,0.00011310114567163483
2653,Ndufa9,7.859152564455611e-05
2654,Ndufab1,0.00013921625577343726
2655,Ndufaf2,4.40747382477748e-05
2656,Ndufaf3,4.7554883756728774e-05
2657,Ndufb10,0.00022308652644164497
2658,Ndufb11,0.00025157864443718127
2659,Ndufb2,0.00017364884717969558
2660,Ndufb3,0.00010951602972985149
2661,Ndufb4,0.00021888891120738386
2662,Ndufb5,0.00017558748425763705
2663,Ndufb6,0.000170759994735598
2664,Ndufb7,0.0002028827915723471
2665,Ndufb8,0.0002210217261974111
2666,Ndufb9,0.0006115627275749256
2667,Ndufc1,0.00024437063390520523
2668,Ndufc2,0.0001411665926227699
2669,Ndufs1,7.70058527595176e-05
2670,Ndufs2,0.00016233232434675012
2671,Ndufs3,0.00010588359074808225
2672,Ndufs4,9.900456334740158e-05
2673,Ndufs5,6.608344525420045e-05
2674,Ndufs6,0.00017197160092346486
2675,Ndufs7,0.00017766723932343586
2676,Ndufs8,0.00014066156621236317
2677,Ndufv1,0.00018071952459671706
2678,Ndufv2,0.00019420401925402224
2679,Ndufv3,0.00018988281465515274
2680,Neat1,0.00010231416329085757
2681,Nedd4,0.00016197324256146984
2682,Nedd8,0.00010599780411566707
2683,Nenf,5.3323446475739197e-05
2684,Nepn,0.00014942239574458851
2685,Net1,4.529717324471539e-05
2686,Neu1,6.860167709782447e-05
2687,Neurl3,3.0283556921637128e-05
2688,Nfat5,5.466758632684762e-05
2689,Nfatc1,7.348668512366267e-05
2690,Nfe2l1,3.3613865208505886e-05
2691,Nfe2l2,0.00013163743758692588
2692,Nfia,0.00010221817550273858
2693,Nfic,6.987184098645065e-05
2694,Nfil3,5.309111300455231e-05
2695,Nfix,1.8651382942855314e-05
2696,Nfkb1,1.0292677500108236e-05
2697,Nfkb2,2.923940005204786e-05
2698,Nfkbia,0.00016613850317285752
2699,Nfkbib,4.334675759900265e-05
2700,Nfkbiz,3.182047896449135e-05
2701,Nfs1,3.387861890481862e-05
2702,Nfu1,6.621607547817939e-05
2703,Ngdn,3.2129814990760036e-05
2704,Ngfrap1,6.098251755328898e-05
2705,Ngp,4.973139937913046e-05
2706,Nhp2,0.00011220506199739226
2707,Nhp2l1,5.977165940734909e-05
2708,Nid1,0.00019003519436750353
2709,Ninj1,0.00011866926830373523
2710,Nipbl,6.39558659595995e-05
2711,Nisch,6.534215015631381e-05
2712,Nit1,3.978528272699263e-05
2713,Nit2,4.049836719683612e-05
2714,Nkg7,0.001407507126510551
2715,Nktr,4.0927313042904305e-05
2716,Nlrc5,2.6323247286462627e-05
2717,Nme1,0.00013304718453048894
2718,Nme2,0.00022056130219596278
2719,Nme7,0.00024730246591519865
2720,Nmi,4.8395335939534525e-05
2721,Nnt,4.056829291902875e-05
2722,Nol7,7.494416322973074e-05
2723,Nono,6.0154518873993875e-05
2724,Nop10,9.692949518823793e-05
2725,Nop56,5.216210117424766e-05
2726,Nop58,7.257920153009643e-05
2727,Notch1,0.0001355544873236881
2728,Notch2,8.898238752934818e-05
2729,Nox4,0.0013626309615058813
2730,Npc2,0.00012684521498283627
2731,Npepl1,3.0329279101763765e-05
2732,Npl,0.0003878971941967282
2733,Npm1,0.00020067860996698039
2734,Npm3,6.507089713559896e-05
2735,Npm3-ps1,5.3604308923204546e-05
2736,Npr1,1.3318304939940215e-05
2737,Nptn,0.00012521246347986642
2738,Nqo1,3.3649162788959365e-05
2739,Nr1h4,4.486770335523664e-05
2740,Nr2f2,0.00012314143590127572
2741,Nr2f6,6.366295429758452e-05
2742,Nr3c1,8.647453671153772e-05
2743,Nr4a1,0.0003792686978391886
2744,Nr4a2,3.89897982205664e-05
2745,Nras,6.790207116911613e-05
2746,Nrbp1,5.68091553340457e-05
2747,Nrip1,4.066770408069551e-05
2748,Nrp1,0.0018687701593775128
2749,Nsa2,2.678101274115227e-05
2750,Nsd1,5.689461008057751e-05
2751,Nsfl1c,8.863364463863258e-05
2752,Nsmce1,5.578061274315611e-05
2753,Nsmce4a,6.209377577196588e-05
2754,Nt5c,6.178481617920653e-05
2755,Nt5c2,3.261465888653203e-05
2756,Nt5c3l,3.706405697622884e-05
2757,Ntan1,2.351585050031979e-05
2758,Nuak2,9.261702941669629e-05
2759,Nubp2,4.146850975848637e-05
2760,Nucb1,0.0001169560965724934
2761,Nucb2,3.0267162749661485e-05
2762,Nucks1,6.340972023725267e-05
2763,Nudc,8.974870083714377e-05
2764,Nudcd3,5.8811671778765194e-05
2765,Nudt19,0.0016462996177671878
2766,Nudt22,5.084881232512538e-05
2767,Nudt3,0.00011219219516441848
2768,Nudt4,0.0012183374774687704
2769,Nudt9,3.795111241132096e-05
2770,Nufip2,8.039897310427804e-05
2771,Nup214,1.7054778228897618e-05
2772,Nup43,3.057511826014559e-05
2773,Nup62,5.152779697121621e-05
2774,Nupr1,0.0002546797604378518
2775,Nus1,4.7516777654463425e-05
2776,Nutf2,2.27394680048846e-05
2777,ORF61,6.104239920162537e-05
2778,Oaf,0.0001323635011187997
2779,Oat,0.001949955413144589
2780,Oaz1,0.00013613417594738125
2781,Oaz2,8.511332358958629e-05
2782,Ociad1,9.300011844140257e-05
2783,Odc1,0.00014883908042463597
2784,Ogdh,0.00013852867958300265
2785,Ogfrl1,4.670401756944828e-05
2786,Ogn,8.046538851479252e-05
2787,Ogt,4.888927854982147e-05
2788,Ola1,3.913953945440703e-05
2789,Olfml3,6.783154544827622e-05
2790,Oplah,6.166073122919729e-05
2791,Orai1,6.605662170594735e-05
2792,Oraov1,2.700217631639934e-05
2793,Orc2,1.573940156786519e-05
2794,Orc3,2.890788294101534e-05
2795,Ormdl3,9.73521999076206e-05
2796,Os9,7.602290427314772e-05
2797,Osbpl1a,4.1111824044689486e-05
2798,Osbpl8,3.8636304463513985e-05
2799,Osbpl9,4.5479773017555704e-05
2800,Osgep,6.946399455887023e-05
2801,Osgin1,5.8761132656394484e-05
2802,Ost4,0.00010781377632474919
2803,Ostc,9.472745730273004e-05
2804,Ostf1,0.00011824835434964398
2805,Otub1,6.615602996017317e-05
2806,Oxct1,0.0006173153018248952
2807,Oxr1,5.90268191126773e-05
2808,Oxsm,2.548620856968745e-05
2809,P2ry12,0.00022119031993840264
2810,P2ry13,3.967439697998418e-05
2811,P2ry6,0.0010441166268791828
2812,P4hb,0.00018817927487281184
2813,Pa2g4,6.631520377491745e-05
2814,Pabpc1,0.00020373711784046623
2815,Pabpn1,5.055491399096022e-05
2816,Pacsin2,5.946527323932473e-05
2817,Pafah1b1,0.00010376921459418506
2818,Pah,0.0018001653783857345
2819,Paics,8.901309306812483e-05
2820,Paip1,6.535814848095669e-05
2821,Paip2,7.946803851044538e-05
2822,Pak1,3.1070818166589585e-05
2823,Pak1ip1,6.316581523372284e-05
2824,Pak2,3.970645210900938e-05
2825,Palm,6.864591120197125e-05
2826,Pam,5.1774543074573494e-05
2827,Pan3,6.548366217809398e-05
2828,Pank1,0.00024942822062430127
2829,Papola,4.935428929123771e-05
2830,Papss1,4.9770601975487185e-05
2831,Papss2,5.8289657186145994e-05
2832,Paqr5,0.00017651457691961878
2833,Pard6a,7.954316546964624e-05
2834,Park7,0.00021654129176626322
2835,Parm1,4.5920890406479885e-05
2836,Parp1,3.279296900717291e-05
2837,Parvg,1.2277021793675874e-05
2838,Pbld1,6.261332128579169e-05
2839,Pbrm1,8.241556994644696e-05
2840,Pbx1,0.0020227565313528924
2841,Pbxip1,0.00011968959493133469
2842,Pcbd1,0.00017795009114120072
2843,Pcbp1,0.0001183110069462753
2844,Pcbp2,8.596552681738618e-05
2845,Pcca,4.071202498179551e-05
2846,Pccb,4.0324732642319224e-05
2847,Pcdh17,8.719386629013498e-05
2848,Pcif1,6.444481237044763e-05
2849,Pck1,0.002237789167169839
2850,Pcmt1,4.4591371004484527e-05
