,3m,3m_gini
208,Adamtsl3,3.624313531689373e-05
209,Adamtsl4,4.594496543952563e-05
210,Adar,1.367711222423287e-05
211,Adarb1,6.952428540502921e-05
212,Adck4,9.839393057246119e-06
213,Adcy4,5.92634332815066e-05
214,Adcy7,4.0811417974793346e-05
215,Add1,0.00018502675676498802
216,Add3,4.298238218565433e-05
217,Adh1,5.0036445927830184e-05
218,Adh5,3.6526083361630806e-05
219,Adi1,1.5217070505676999e-05
220,Adipor1,0.00012426381080350506
221,Adipor2,3.5958986397729315e-05
222,Adm,1.5903886571998497e-05
223,Adnp,4.1180130888399954e-05
224,Ado,2.7401454634320453e-05
225,Adpgk,4.913545420965198e-05
226,Adprh,4.204772546197976e-05
227,Adrb2,0.00011601717777039413
228,Adrbk1,3.128021125594314e-05
229,Adrm1,0.00014771112982086084
230,Adss,8.184333087354797e-05
231,Aebp1,6.138654195333755e-05
232,Aes,0.00102915901126269
233,Afap1l1,4.136504530511205e-05
234,Aff1,9.034353860893428e-05
235,Aff4,4.387769680597312e-05
236,Aga,7.171265501774311e-05
237,Agfg1,5.789234404613827e-05
238,Aggf1,5.86501206779406e-05
239,Agpat2,4.298118945134062e-06
240,Agpat3,1.691207389895505e-05
241,Agpat5,8.502879931034278e-05
242,Agpat6,4.782724927697457e-05
243,Agr2,7.55332918113027e-05
244,Ahctf1,6.560131084657131e-05
245,Ahcyl1,4.9400292302641064e-05
246,Ahnak,0.00026482412345798465
247,Ahsa1,6.89429331964405e-05
248,Ahsg,0.0001466014845984496
249,Aip,6.228978551494314e-05
250,Ak2,1.4595645170872456e-05
251,Ak3,6.950279216915751e-05
252,Akap12,5.0040004861781234e-05
253,Akap13,7.030540215858429e-05
254,Akap2,0.0005711951110559756
255,Akap8,2.0000155838475084e-05
256,Akap8l,3.285477820569556e-05
257,Akap9,4.3760496532592286e-05
258,Akirin1,2.9487424364224683e-05
259,Akr1a1,0.00015583766653823873
260,Akt1,5.1490668601891445e-05
261,Akt2,0.0002664127832975534
262,Aktip,2.61419369678493e-05
263,Alad,9.380673129456844e-06
264,Alas1,2.1845252446054277e-05
265,Alas2,4.123126973460343e-05
266,Alb,0.0002072581424591521
267,Aldh2,0.0001574781576711322
268,Aldh3a1,3.907451388457145e-05
269,Aldh3a2,6.712041179720126e-05
270,Aldh7a1,3.97029776498016e-05
271,Aldoa,0.0001478771565659781
272,Alg11,2.9129945610084927e-05
273,Alg9,3.329218935037104e-05
274,Alkbh5,0.00015152526545088286
275,Alyref,6.268778543044061e-05
276,Amfr,0.0002704329147454882
277,Ammecr1l,7.302037222264532e-06
278,Amotl1,5.652308068084716e-05
279,Anapc11,0.00011651751066985381
280,Anapc13,6.236296427579883e-05
281,Anapc16,4.3182018585590025e-05
282,Anapc2,0.0001568930316660246
283,Anapc5,0.00027284764397665976
284,Angel2,4.538723532546507e-06
285,Angptl1,9.607483502760262e-05
286,Ank3,4.506209474371657e-05
287,Ankhd1,7.76032278118913e-05
288,Ankle2,4.118001971848833e-05
289,Ankrd10,9.38161550858679e-05
290,Ankrd11,7.536741818665528e-05
291,Ankrd12,3.5146986862194765e-05
292,Ankrd13a,6.523564043804657e-05
293,Ankrd17,3.150204968519286e-05
294,Ankrd28,0.00010180402551992704
295,Ankrd32,4.0528509085927516e-05
296,Ankrd40,3.2983649714184416e-05
297,Ankrd44,8.738316899350139e-05
298,Ankrd49,3.831568266644159e-05
299,Ano10,4.188308849927473e-05
300,Ano6,0.00017063401730385918
301,Anp32a,5.3611035875951934e-05
302,Anp32b,0.00021432396262036616
303,Anp32e,0.00012506991108286145
304,Antxr1,2.1579770695956924e-05
305,Antxr2,7.452746560384462e-05
306,Anxa1,0.00015200330551984797
307,Anxa11,0.00010434823538088831
308,Anxa2,0.00011435198158369324
309,Anxa3,3.835341979256218e-05
310,Anxa4,6.947901909655985e-05
311,Anxa5,6.689514887788002e-05
312,Anxa6,0.0035113332766842516
313,Anxa7,6.120081031909668e-05
314,Anxa8,7.29902292319947e-05
315,Ap1ar,2.1155847608575893e-05
316,Ap1b1,2.2245903754386528e-05
317,Ap1g1,5.274249092421728e-05
318,Ap2a2,0.00012185610023232347
319,Ap2m1,0.0005326493901440176
320,Ap2s1,4.4690180738967955e-05
321,Ap3b1,7.698167312558168e-05
322,Ap3m1,6.485670858065993e-05
323,Ap3s1,2.4251083779214027e-05
324,Ap4s1,1.1709867675023862e-05
325,Apaf1,4.0390085068182524e-05
326,Apbb1ip,3.425443887850026e-05
327,Apbb2,2.6982016819598296e-05
328,Apc,9.69761478396896e-05
329,Aph1a,2.8303205046780482e-05
330,Api5,2.2386192981202082e-05
331,Aplnr,3.7351039245650195e-05
332,Aplp2,0.0005573744206522962
333,Apoa1,0.00014401187493062558
334,Apoa1bp,5.365567236002624e-05
335,Apobec3,8.973592104577614e-05
336,Apod,0.00026772578605903895
337,Apoe,0.0012872290561791078
338,Apold1,0.00010227364948655037
339,Apool,2.1574378622882735e-05
340,App,0.003627268392377641
341,Appbp2,0.00017406563292267127
342,Aprt,5.1385168719790665e-05
343,Aqp1,0.00011336628627824445
344,Aqp3,8.6153170924669e-05
345,Aqp7,8.092749366854585e-05
346,Aqr,3.7301257312756945e-05
347,Arcn1,0.0002298466373952926
348,Arf1,0.0006523581984609396
349,Arf2,2.9367763964011307e-05
350,Arf3,1.9442017085971528e-05
351,Arf4,0.0003162049617096409
352,Arf5,9.226270007199859e-05
353,Arf6,0.0003200681353356492
354,Arfgap1,4.557931899876087e-05
355,Arfgap2,2.7982058105433375e-05
356,Arfgef1,2.193296203489461e-05
357,Arglu1,0.00034745554020622154
358,Arhgap17,4.8473490061212925e-05
359,Arhgap21,1.8825428362769545e-05
360,Arhgap24,7.856838280199645e-05
361,Arhgap25,2.55708918364535e-05
362,Arhgap26,0.00015633534163997053
363,Arhgap29,4.4397885995840986e-05
364,Arhgap30,0.00018144372436255485
365,Arhgap31,8.686826057085237e-05
366,Arhgap42,6.190998902197271e-05
367,Arhgap5,6.614816293687634e-05
368,Arhgap9,4.46436684495896e-05
369,Arhgdia,0.00047609510515486875
370,Arhgdib,0.00014413628324314072
371,Arhgef1,0.00012466505672451795
372,Arhgef12,0.00020152523602557653
373,Arhgef15,2.1046368454729626e-05
374,Arhgef2,4.328232071178545e-05
375,Arhgef3,7.243340493960964e-05
376,Arhgef40,2.5205238905267182e-05
377,Arhgef6,2.8240232353371055e-05
378,Arid1a,3.4960845101809276e-05
379,Arid1b,0.00010719102977634633
380,Arid4a,5.641925459185593e-05
381,Arid4b,5.810125253280425e-05
382,Arid5a,6.332188039196868e-05
383,Arid5b,0.00011309827890026998
384,Arih1,4.609526321680034e-05
385,Arih2,0.00019245688630008863
386,Arl1,9.680659118339371e-05
387,Arl13b,7.65055326226199e-05
388,Arl2bp,0.00011954153686275404
389,Arl3,0.0002265281549728879
390,Arl4a,0.00014660583385335557
391,Arl4c,2.3822984846955506e-05
392,Arl4d,5.908881720354075e-05
393,Arl5b,3.8045602410862634e-05
394,Arl6ip1,9.363171120866218e-05
395,Arl6ip5,8.332325264488394e-05
396,Arl8a,8.070123045606439e-05
397,Arl8b,5.314880650679081e-05
398,Armc8,3.679509608201393e-05
399,Armcx2,4.254525916386181e-05
400,Arnt,7.037912441214638e-05
401,Arntl,5.2173576079244715e-05
402,Arpc1a,3.550245117685136e-05
403,Arpc1b,0.00022999012312338308
404,Arpc2,0.00017268502502726054
405,Arpc3,0.0005825720746752002
406,Arpc4,0.0002047126390675155
407,Arpc5,0.001039427683961957
408,Arpc5l,1.0641944586679687e-05
409,Arrdc2,1.782647459685642e-05
410,Arsa,3.518829386712883e-05
411,Asah1,0.0002989169670901189
412,Asb5,2.8068663492061378e-05
413,Ascc2,2.4863084104927266e-05
414,Ash1l,0.0001974272131645006
415,Asns,2.575979989284388e-05
416,Asnsd1,3.0123408679472807e-05
417,Asph,4.1287249089454236e-05
418,Aspn,7.149019092004606e-06
419,Ass1,3.978820388556361e-05
420,Asxl1,2.418012258801084e-05
421,Asxl2,2.5387487302436974e-05
422,Atad1,4.737622233928091e-05
423,Atf1,8.341312393628048e-05
424,Atf2,4.759302894489401e-05
425,Atf3,0.00012255045163973353
426,Atf4,0.000139621945093749
427,Atf6,0.00015185475601111898
428,Atf7ip,3.5747511020367645e-05
429,Atg12,3.294813543661228e-05
430,Atg13,2.6817620269843826e-05
431,Atg2a,5.458917558964584e-05
432,Atg2b,4.531932188315897e-05
433,Atg3,5.784585562066702e-05
434,Atg7,2.2112833405807857e-05
435,Atl2,0.00021271333600189496
436,Atl3,3.986695887012658e-05
437,Atox1,6.483807289305856e-05
438,Atp13a3,0.0003778626602100298
439,Atp1a1,0.0027884868707841637
440,Atp1a2,5.2181978483513954e-05
441,Atp1b3,0.00014932648784954624
442,Atp2a2,0.0012187926447493325
443,Atp2a3,5.784788197121474e-05
444,Atp2b1,0.00013116965788019608
445,Atp2b4,3.574884563625147e-05
446,Atp2c1,4.346645788232865e-05
447,Atp5a1,0.0011204511899203678
448,Atp5b,0.0010506640100639358
449,Atp5c1,0.00011663657592931127
450,Atp5d,0.0001447496565188917
451,Atp5e,0.00016349145075027585
452,Atp5f1,0.00010448656941908778
453,Atp5g1,7.262974600622308e-05
454,Atp5g2,0.00013861589837075257
455,Atp5g3,0.0001333346886327002
456,Atp5h,9.394362542686178e-05
457,Atp5j,0.00023851556585995507
458,Atp5j2,9.950609210772503e-05
459,Atp5k,0.0003369403178334968
460,Atp5l,0.0002384642110443203
461,Atp5o,5.3135314153182735e-05
462,Atp6ap1,0.00011074967276203648
463,Atp6ap2,0.00013476242238027582
464,Atp6v0b,9.622226473452838e-05
465,Atp6v0c,0.00037299428607028435
466,Atp6v0d1,0.00010069222785333247
467,Atp6v0e,9.860183697761958e-05
468,Atp6v0e2,3.0837303243712696e-05
469,Atp6v1a,0.00014316024628924248
470,Atp6v1b2,0.00014367571340058406
471,Atp6v1c1,3.819035755524077e-05
472,Atp6v1d,2.5524344708382205e-05
473,Atp6v1e1,2.6018176372921104e-05
474,Atp6v1f,0.00010463592914469515
475,Atp6v1g1,9.275651877495338e-05
476,Atp6v1h,6.857715365657895e-05
477,Atp7a,2.360477205988728e-05
478,Atp8b2,1.985209125036865e-05
479,Atpif1,7.05639781654396e-05
480,Atrn,6.995645229625376e-05
481,Atrx,0.00014527798161126886
482,Atxn10,9.219312397384858e-05
483,Atxn2,8.409194730560469e-05
484,Atxn7l3b,8.267912313344447e-05
485,Aup1,7.033499209335101e-05
486,Aurkaip1,2.1729417238838333e-05
487,Auts2,3.4734933260505805e-05
488,Avl9,3.049672975782336e-05
489,Axl,6.310263938717422e-05
490,Azi2,3.357278695029198e-05
491,Azin1,0.0005138300971508343
492,B230208H17Rik,6.306812816067814e-05
493,B230219D22Rik,6.918798107219312e-05
494,B2m,0.000182955452847
495,B3galnt1,1.7188296171704944e-05
496,B3gnt2,6.570968764377889e-05
497,B3gnt3,3.0308786755343073e-05
498,B4galnt1,2.3960429467090218e-05
499,B4galt1,8.095560893051276e-05
500,B4galt5,3.393905748409658e-05
501,B9d2,5.8804339943268415e-05
502,BC002163,4.3317739785124814e-05
503,BC004004,3.1208513850265306e-05
504,BC005537,8.168860605752054e-05
505,BC006779,5.505274051209309e-05
506,BC013529,5.836707175118231e-05
507,BC013712,4.332127388491255e-05
508,BC016423,5.678676380027653e-05
509,BC017612,4.2920737690801845e-05
510,BC017643,5.2747113667669605e-05
511,BC028528,1.8235480917627286e-05
512,BC029722,2.2020101524692058e-05
513,BC031181,0.00011690774740280306
514,BC031781,9.774197975527493e-05
515,BC056474,7.93488671756243e-05
516,BC090627,2.0811297639063933e-05
517,Baat1,2.329186577679597e-05
518,Bace2,6.746180624790769e-06
519,Bach1,1.3864504364689278e-05
520,Bad,1.4714674639378721e-05
521,Bag1,6.567112680307318e-05
522,Bag3,8.601375943765261e-05
523,Bag5,4.771621201828474e-05
524,Bambi,3.40438580442609e-05
525,Banf1,6.225611766173524e-05
526,Bank1,6.292910886669008e-05
527,Basp1,7.584626845435181e-05
528,Bax,5.741582104770927e-05
529,Baz1a,6.494856530792038e-05
530,Baz1b,6.356769924454272e-05
531,Baz2a,5.909541367166487e-05
532,Baz2b,0.0002082471381946011
533,Bbx,4.1858543642517076e-05
534,Bcam,0.0001175329007580216
535,Bcap31,0.00011953057438489687
536,Bcar1,2.7251754099876165e-05
537,Bcar3,0.00010489049386513856
538,Bcas2,3.864642265261743e-05
539,Bccip,3.236918027053465e-05
540,Bckdha,3.708874030191917e-05
541,Bcl10,6.606677373422686e-05
542,Bcl11b,3.765552524363244e-05
543,Bcl2,4.343327255124441e-05
544,Bcl2l1,3.7494212881383796e-05
545,Bcl2l13,3.3708317510439066e-05
546,Bcl3,0.00016447045475223698
547,Bcl7b,3.324436890678537e-05
548,Bcl7c,0.0003907648446887135
549,Bclaf1,0.00011627087608374183
550,Bdp1,4.143008296839959e-05
551,Becn1,6.0967451572035395e-05
552,Beta-s,5.994993511191231e-05
553,Bgn,2.607671399606103e-05
554,Bhlhe40,7.822345489631034e-05
555,Bin1,7.837089325114178e-05
556,Birc3,0.00011443029865630992
557,Birc6,0.00017272070195873418
558,Blk,2.6438744266561745e-05
559,Blmh,5.386067654302527e-05
560,Blnk,3.594372992156888e-05
561,Bloc1s1,7.774593486235973e-05
562,Blvrb,2.861188163081597e-05
563,Bmp4,2.428368000025698e-05
564,Bmp6,9.722674346251518e-05
565,Bmpr2,7.310201803561565e-05
566,Bmyc,4.052122017402669e-05
567,Bnip2,7.28787001483414e-05
568,Bnip3l,5.714246074004773e-05
569,Bok,3.186874808785654e-05
570,Bola2,7.320623759858168e-05
571,Bola3,2.5539994515661247e-05
572,Bptf,2.8126302675022346e-05
573,Braf,4.2305016982204416e-05
574,Brd1,3.3179603550384545e-05
575,Brd2,6.927941099798407e-05
576,Brd3,2.9139302858617572e-05
577,Brd4,9.98075070828835e-05
578,Brd8,2.342094932046807e-05
579,Brd9,0.00012061720033498042
580,Bri3,0.00029583308791421807
581,Brix1,7.755638776105117e-05
582,Brox,5.670191184581658e-05
583,Brp44,6.073041195759674e-05
584,Brp44l,5.842205184246582e-05
585,Brwd1,0.00011418709526538392
586,Bscl2,6.263394827783472e-05
587,Bsg,0.0009076142492033085
588,Bst2,9.235378182169767e-05
589,Btaf1,6.693923105153238e-05
590,Btbd1,1.6373375323641036e-05
591,Btbd9,2.1303160407075188e-05
592,Btf3,0.00014838904932679996
593,Btf3l4,2.5618282104496682e-05
594,Btg1,0.0005815080042650965
595,Btg2,0.0001722637237853536
596,Btg3,6.222567989562459e-05
597,Btk,2.0716183924397352e-05
598,Btla,7.079564276673764e-05
599,Bub3,3.9943021411939774e-05
600,Bud31,7.038678804403134e-05
601,Bzw1,0.0037712602075042345
602,Bzw2,1.4312614877424062e-05
603,C030046I01Rik,4.341389435112383e-05
604,C030048B08Rik,5.64203462580083e-06
605,C130022K22Rik,2.8783694358154628e-05
606,C130039O16Rik,3.682242319787083e-05
607,C1d,6.058237131484534e-05
608,C1qa,0.0013297748593362336
609,C1qb,0.005273243907429532
610,C1qbp,4.114079807437604e-05
611,C1qc,0.002620903442239519
612,C1qtnf2,3.001438205399965e-05
613,C1qtnf3,6.212361006690787e-05
614,C1qtnf9,6.175831057097772e-05
615,C1ra,6.164003792321375e-05
616,C1s,8.3514068402223e-05
617,C230081A13Rik,6.951017565658975e-05
618,C3,5.0699764522859114e-05
619,C330006A16Rik,0.00010144052513537807
620,C330019G07Rik,4.658758396510013e-05
621,C330021F23Rik,8.582898852837476e-05
622,C5ar1,5.158106402506464e-05
623,C7,4.716544643251592e-05
624,C80913,2.3930544185926945e-05
625,C920021L13Rik,2.0912353336978117e-05
626,Cab39,4.559378031394638e-05
627,Cab39l,1.718416023734511e-05
628,Cachd1,2.282878698720269e-05
629,Cacybp,4.428182740692091e-05
630,Calcoco1,1.5823720846046642e-05
631,Calcr,2.5712456736431306e-05
632,Calcrl,6.75157296966464e-05
633,Cald1,0.00012660458001571332
634,Calm1,0.00025041834893429614
635,Calm2,0.0002365800982306486
636,Calm3,4.987379056528533e-05
637,Calm4,0.00017674391149969756
638,Calr,0.0006527850496474738
639,Calu,0.004839952794307831
640,Camk1,4.704241110283764e-05
641,Camk2n1,5.175059983144443e-05
642,Camp,2.632006144447063e-05
643,Camta1,2.467764584548082e-05
644,Canx,0.001846064118094766
645,Cap1,7.015999088173517e-05
646,Capg,0.00016646703934364036
647,Capn2,0.002540649462048837
648,Capns1,0.0006642035407422374
649,Caprin1,0.0002852655169227598
650,Capza1,0.001468385726300886
651,Capza2,0.005781965067592951
652,Capzb,0.0001149259542640671
653,Car4,5.819467259312847e-05
654,Car8,7.14067309832683e-05
655,Card6,2.3944321352867398e-05
656,Carhsp1,0.00025638311420782397
657,Carkd,4.474291550220214e-05
658,Cars,6.129865887748573e-05
659,Casc3,2.730008043482843e-05
660,Casd1,3.807663325028914e-05
661,Casp2,3.695536072381236e-05
662,Casp3,5.305064376157875e-05
663,Casp4,7.434968999565153e-05
664,Casp6,1.440415216791632e-05
665,Casp8ap2,4.9111586544472305e-05
666,Cast,9.596612449507165e-05
667,Cat,3.4324924731310276e-05
668,Cav1,0.002628429309033072
669,Cav2,0.0005958063094795888
670,Cbfa2t3,3.215372429320319e-05
671,Cbfb,0.0006519701478797515
672,Cbr3,5.483034677304125e-05
673,Cbx1,5.1198028698216004e-05
674,Cbx3,6.537263333432527e-05
675,Ccar1,0.0001544000338052214
676,Ccdc104,2.3225837952071634e-05
677,Ccdc109a,6.231797197398767e-05
678,Ccdc109b,3.497341888200788e-05
679,Ccdc117,4.94923164872543e-05
680,Ccdc12,5.61988780453184e-05
681,Ccdc124,6.075081008163869e-05
682,Ccdc127,1.2493982766910097e-05
683,Ccdc34,1.2952735067900526e-05
684,Ccdc43,3.889918257196675e-05
685,Ccdc47,7.33200985276457e-05
686,Ccdc50,2.8285907606255672e-05
687,Ccdc53,1.563910758046679e-05
688,Ccdc55,4.673793224645288e-05
689,Ccdc59,4.5200507545912844e-05
690,Ccdc6,5.89211900716969e-05
691,Ccdc71,3.0793216061429125e-05
692,Ccdc72,9.375052488522972e-05
693,Ccdc80,0.0005221974102004309
694,Ccdc82,2.5013449580377398e-05
695,Ccdc85b,9.293531421478038e-05
696,Ccdc86,2.1937725851242342e-05
697,Ccdc9,2.9047876788716034e-05
698,Ccdc97,4.20352984399676e-05
699,Ccl11,0.00014886647616291584
700,Ccl2,0.00010545913199207347
701,Ccl6,0.00010427087957209077
702,Ccl7,0.00015354668720046814
703,Ccm2,3.6528112980971455e-05
704,Ccnc,5.4047312547961876e-05
705,Ccnd1,8.536070752223285e-05
706,Ccnd2,0.00010801687423477622
707,Ccnd3,4.482068303335769e-05
708,Ccng2,3.873363095051944e-05
709,Ccni,6.229661746778403e-05
710,Ccnk,6.169002339800651e-05
711,Ccnl1,0.0001349480609813979
712,Ccnl2,5.505233084514953e-05
713,Ccnt1,6.488532704973289e-05
714,Ccny,3.975331691698027e-05
715,Ccpg1,5.8947317632597263e-05
716,Ccr1,1.1885680925881371e-05
717,Ccr7,0.00013167278913851449
