,3m,3m_gini
718,Ccrn4l,0.0004271630682158139
719,Ccs,3.7654858584774155e-05
720,Cct2,0.00012417669001938512
721,Cct3,0.0010232808120803235
722,Cct4,0.0003380957503016832
723,Cct5,9.676794055855518e-05
724,Cct6a,0.00030693237582440496
725,Cct7,0.0003786782700215762
726,Cct8,0.001425172948353298
727,Cd14,8.661776341275619e-05
728,Cd151,5.9562573497147764e-05
729,Cd164,0.0027698481154683325
730,Cd19,8.342480863009083e-05
731,Cd200,0.00035873959720804946
732,Cd24a,1.9291609501660665e-05
733,Cd2ap,8.982641553560777e-05
734,Cd300lg,7.17051150947193e-05
735,Cd302,9.578533602281236e-05
736,Cd33,2.9305154143386492e-05
737,Cd34,0.0001438187855621293
738,Cd36,0.00045891179903323026
739,Cd37,4.544229040090484e-05
740,Cd38,0.00023099144887965914
741,Cd44,6.886102233979426e-05
742,Cd47,0.00012168231553425659
743,Cd52,0.00013042429921239715
744,Cd53,0.000277811062328771
745,Cd59a,4.645416208896584e-05
746,Cd63,0.00033978745529464663
747,Cd68,6.170880758876452e-05
748,Cd74,0.0013895367366969554
749,Cd79a,4.725606834383887e-05
750,Cd79b,6.73887197646998e-05
751,Cd81,0.0001287467746782704
752,Cd82,0.0001100012030236138
753,Cd83,0.00010796787905076353
754,Cd84,3.445061726253559e-05
755,Cd9,0.0001962017062241687
756,Cd93,0.00014302882268431134
757,Cd97,0.00018364631569943928
758,Cdadc1,1.6508711432538913e-05
759,Cdc123,8.677378789147471e-05
760,Cdc16,6.432283751231112e-05
761,Cdc26,5.199204350471065e-05
762,Cdc27,3.402734066149488e-05
763,Cdc34,2.7442958329445984e-05
764,Cdc37,0.00010580750650331605
765,Cdc37l1,5.655582472870491e-05
766,Cdc42,0.0024491484447291137
767,Cdc42bpa,3.7996004914426423e-05
768,Cdc42bpb,6.314576882902487e-06
769,Cdc42ep1,5.5344040443332444e-05
770,Cdc42ep3,6.22814963203988e-05
771,Cdc42ep5,4.191133011031549e-05
772,Cdc42se1,7.652597880377882e-05
773,Cdc42se2,0.0019468076706579695
774,Cdc5l,4.5967389945971626e-05
775,Cdh13,0.00024101701888216157
776,Cdh15,8.197317021638325e-05
777,Cdh5,9.576299190521962e-05
778,Cdk11b,2.9239611795736568e-05
779,Cdk12,5.442757758801697e-05
780,Cdk13,5.053644830105819e-05
781,Cdk14,0.00019773955343795055
782,Cdk16,4.745944475597786e-05
783,Cdk17,0.00014581588014260155
784,Cdk2,5.9500033977406564e-05
785,Cdk2ap1,4.89361837860218e-05
786,Cdk2ap2,9.511629318675489e-05
787,Cdk4,3.1782796853066836e-05
788,Cdk5rap3,4.5247466663388714e-05
789,Cdk9,3.95000281932482e-05
790,Cdkn1a,9.919054000450695e-05
791,Cdkn1b,0.0016140709253959764
792,Cdkn1c,0.00010281957883812288
793,Cdkn2aip,6.408510798359218e-05
794,Cdkn2b,5.391508217409731e-06
795,Cdkn2d,4.236953629381996e-05
796,Cdr2l,3.5438899400603224e-05
797,Cdv3,0.0003224970740433949
798,Ceacam1,7.931334681226469e-05
799,Cebpb,0.0002863271151568336
800,Cebpd,0.003220135161051944
801,Cebpg,5.992683804827413e-05
802,Cebpz,6.197159698995646e-05
803,Celf1,2.7775524713332755e-05
804,Celf2,0.0001571272200835109
805,Cenpb,3.53632065188903e-05
806,Cep120,1.315112850947105e-05
807,Cep170,3.602743457280878e-05
808,Cep350,4.2811548773536914e-05
809,Cept1,0.0002139605447306171
810,Cerk,7.542881673331516e-05
811,Cfb,3.321411841916108e-05
812,Cfdp1,0.00010588008173191717
813,Cfh,6.602393787896853e-05
814,Cfl1,0.010198979996423175
815,Cfl2,4.438777931484629e-05
816,Cflar,5.249679547253483e-05
817,Cfp,4.2865800010989526e-05
818,Cggbp1,4.9973274380448847e-05
819,Chchd1,4.0468447004567075e-05
820,Chchd10,4.127327030611974e-05
821,Chchd2,8.454577701322804e-05
822,Chchd7,5.904010645988174e-05
823,Chd1,0.00046177822420088294
824,Chd2,6.312563062434668e-05
825,Chd4,8.741028305683529e-05
826,Chd6,5.569257624152761e-05
827,Chd7,5.488514837048553e-05
828,Chd8,3.4274090323100376e-05
829,Chd9,3.9645606884375515e-05
830,Chi3l1,2.4545512056081977e-05
831,Chic2,7.19984418397084e-05
832,Chmp1a,5.2811012006371544e-05
833,Chmp1b,9.487045997753792e-05
834,Chmp2a,0.00015869690906019789
835,Chmp2b,4.814509579766162e-05
836,Chmp3,8.686352414232291e-05
837,Chmp4b,9.821392846271161e-05
838,Chmp5,5.0081809048857494e-05
839,Chn2,3.698337387633595e-05
840,Chodl,0.0007250206707484755
841,Chordc1,0.00011999982397812035
842,Chpf,2.3852741047257196e-05
843,Chpt1,3.5786368789247105e-05
844,Chrnb1,0.00018516291497879884
845,Churc1,2.2120940808817026e-05
846,Cib1,2.807951430677135e-05
847,Cic,6.213857612471316e-05
848,Cilp,9.8856943286633e-06
849,Cir1,3.176359320947458e-05
850,Cirbp,0.00010394073225021826
851,Cirh1a,6.184027834200658e-05
852,Cisd2,5.614502850128388e-05
853,Cish,3.661551034690556e-05
854,Cited2,3.7129291324911585e-05
855,Ckap4,5.257123669717344e-05
856,Ckap5,1.3779149852431946e-05
857,Ckb,4.2937833391246705e-05
858,Cklf,1.2453624324718811e-05
859,Clasp2,0.00011917852770849076
860,Clca2,8.37777406778507e-05
861,Clcn4-2,0.0001289670232077617
862,Cldn25,0.0004756416455070672
863,Cldn4,8.941731432732877e-05
864,Cldn5,5.70866744007822e-05
865,Clec3b,0.0003607226586779294
866,Clic1,0.00014312106656757533
867,Clic4,0.000103646988542668
868,Clic5,3.703730128880336e-05
869,Clint1,4.422389975425723e-05
870,Clip1,4.356938430839326e-05
871,Clk1,0.0005310281583994073
872,Clk2,3.893781858612469e-05
873,Clk3,1.968290171497787e-05
874,Clk4,4.81848713442457e-05
875,Cln5,5.485563788790383e-05
876,Clns1a,2.8461282173462707e-05
877,Clock,8.113767517709614e-05
878,Clpp,2.735457502053796e-05
879,Clptm1,0.00012412999590538366
880,Clptm1l,0.00011640313163513232
881,Clta,8.283117476185479e-05
882,Cltb,0.0002858841486170514
883,Cltc,0.0026535368249543567
884,Cmah,1.9577256888217593e-05
885,Cmas,2.0504862238734986e-05
886,Cmpk1,4.021701665666693e-05
887,Cmtm3,4.369236403501998e-05
888,Cmtm6,0.00058678094576197
889,Cmtm7,4.1625798735261785e-05
890,Cnbp,0.0003218344954309751
891,Cndp2,5.4070941645116274e-05
892,Cnih4,4.376521350518785e-05
893,Cnn2,4.1189460026795e-05
894,Cnn3,0.0004693965131117691
895,Cnnm4,9.594257306383289e-05
896,Cno,5.2903592575905464e-05
897,Cnot1,7.0554928588465e-05
898,Cnot10,3.7160036671405e-05
899,Cnot2,7.570160929966038e-05
900,Cnot4,6.145290155077419e-05
901,Cnot7,3.6137890497801654e-05
902,Cnp,0.00012571888533714312
903,Cnpy2,5.038868967489844e-05
904,Cobra1,4.05153258249373e-05
905,Cog1,4.1734308986826275e-05
906,Col14a1,1.912202891904023e-05
907,Col15a1,7.225329076590293e-05
908,Col1a1,0.00010860070372174303
909,Col1a2,8.799730011139554e-05
910,Col3a1,0.0044104339083069375
911,Col4a1,0.0003965217273428233
912,Col4a2,0.0002294318743621964
913,Col4a3bp,1.6097587886595926e-05
914,Col5a1,3.9897426863197093e-05
915,Col5a2,5.887883566856475e-05
916,Col5a3,5.19370351974293e-05
917,Col6a1,7.672053437622378e-05
918,Col6a2,0.0001960637889877108
919,Commd1,5.0308809878543054e-05
920,Commd10,5.0242301357057646e-05
921,Commd3,5.7293085016959844e-05
922,Commd4,2.6407140015418096e-05
923,Commd6,4.037772708790199e-05
924,Comt,8.421168002225118e-05
925,Copa,0.0009457444078630258
926,Copb1,0.0007720831297139643
927,Copb2,6.038562104443686e-05
928,Cope,0.0002020956711336426
929,Copg,0.000307362380708032
930,Cops2,5.43984390071e-05
931,Cops3,3.806863789622346e-05
932,Cops4,4.8697373171974785e-05
933,Cops5,3.240858006134576e-05
934,Cops6,8.36134818256654e-05
935,Cops7a,2.6895679828398365e-05
936,Cops8,4.264879169097172e-05
937,Copz1,6.727584158232052e-05
938,Copz2,4.5165086317896494e-05
939,Coq10b,4.38211033532664e-05
940,Coq7,1.4169747370161075e-05
941,Coro1a,0.00015815415130232492
942,Coro1b,5.656601853953667e-05
943,Coro1c,7.247001725255351e-05
944,Cotl1,0.00010402630032727195
945,Cox16,4.757618501695001e-05
946,Cox17,0.00011302558867738272
947,Cox19,1.4560096970663832e-05
948,Cox4i1,0.00021722672729313625
949,Cox5a,0.00015549631298397953
950,Cox5b,0.00034110445494153714
951,Cox6a1,0.0011082857830070172
952,Cox6b1,0.00012423682314140541
953,Cox6c,0.0002624134591892115
954,Cox7a2,0.00015346498588142488
955,Cox7a2l,6.960672277028425e-05
956,Cox7b,9.105402657172174e-05
957,Cox7c,0.0018837320727771467
958,Cox8a,0.00014650610759113373
959,Cp,4.956912310979257e-05
960,Cpd,7.006434548180595e-05
961,Cpe,3.95255876066418e-05
962,Cpne8,8.186016242778255e-05
963,Cpsf1,2.7554951310819965e-05
964,Cpsf3,6.300294207596104e-05
965,Cpsf6,7.039301765863137e-05
966,Cpt1a,4.1866400873731524e-05
967,Cr1l,5.8174922293751586e-05
968,Creb3,5.179350711020093e-05
969,Creb3l2,3.56679234268573e-05
970,Crebbp,8.132423639594374e-05
971,Creld2,4.1691927908680934e-05
972,Crem,9.603975242134072e-05
973,Crim1,2.7631875823594838e-05
974,Crip1,0.00010330859054124485
975,Crip2,0.00012301525521946327
976,Crispld2,0.00013430604490764805
977,Crk,0.00041360054987234235
978,Crlf1,2.5513751013122992e-05
979,Crlf3,0.00010050833677334065
980,Crnkl1,3.383800961752864e-05
981,Crtap,3.383745578818021e-05
982,Crtc2,4.325821671678585e-05
983,Crtc3,4.523239619454535e-05
984,Cry1,3.185187825743418e-05
985,Cryab,5.832278343577623e-05
986,Cs,0.00012176902381725044
987,Csda,0.00013723737002820587
988,Csde1,0.006152669296911599
989,Cse1l,0.00020972600155491573
990,Csf1,3.427989328707433e-05
991,Csf1r,0.0016507895312272982
992,Csf2ra,5.099944881781432e-05
993,Csf2rb,5.3790266225572544e-05
994,Csf3r,2.2121575395631634e-05
995,Csgalnact2,4.700221139492349e-05
996,Csnk1a1,0.0015129418487916236
997,Csnk1d,0.00011568237132837017
998,Csnk1e,4.5144092512401806e-05
999,Csnk1g2,6.63008721983759e-05
1000,Csnk1g3,2.7723805798917164e-05
1001,Csnk2a1,0.0026113387694242565
1002,Csnk2b,0.00017926261964910494
1003,Cspp1,2.1762521419890594e-05
1004,Csrnp1,0.000361403368701939
1005,Csrp1,0.00010166036988340056
1006,Csrp2,2.540393336512532e-05
1007,Cst3,0.0009071786446443171
1008,Cstb,3.8824444889123614e-05
1009,Cstf2t,7.412918799503101e-05
1010,Ctage5,3.6454157353866e-05
1011,Ctbp1,0.0009383999174442948
1012,Ctbp2,5.132629008261483e-05
1013,Ctcf,2.438768623453886e-05
1014,Ctdnep1,6.410919269582794e-05
1015,Ctdsp1,4.3257393707001174e-05
1016,Ctdsp2,1.8232735311871654e-05
1017,Ctdspl2,4.2535626007664196e-05
1018,Ctgf,4.953582128666469e-05
1019,Ctla2a,7.65241199437279e-05
1020,Ctnna1,0.000666476108587299
1021,Ctnnb1,0.004588453615761973
1022,Ctnnd1,3.813115203235862e-05
1023,Ctps,4.616595205917949e-05
1024,Ctr9,3.810673669104998e-05
1025,Ctsa,0.0001073833930838875
1026,Ctsb,0.00012105047732577175
1027,Ctsc,0.00016434147382822045
1028,Ctsd,0.005654783335271259
1029,Ctsh,0.00010088381336267798
1030,Ctsl,0.0001134568096328447
1031,Ctso,3.2836600668030095e-05
1032,Ctss,0.0025458849147156223
1033,Ctsz,0.00017340586906458523
1034,Cttn,4.962105822392971e-05
1035,Cttnbp2nl,2.7673102823500542e-05
1036,Cuedc1,6.153386517448488e-05
1037,Cuedc2,5.928997704460642e-05
1038,Cul1,6.232924849932537e-05
1039,Cul4a,6.39727012056503e-05
1040,Cul5,3.710947699999631e-05
1041,Cuta,8.347287952572011e-05
1042,Cux1,0.00016061641756551958
1043,Cwc15,3.7265253908731825e-05
1044,Cwf19l2,4.22513015001846e-05
1045,Cx3cr1,0.000672166412766993
1046,Cxcl1,0.0004965118514453367
1047,Cxcl10,1.5382438626590523e-05
1048,Cxcl12,0.00014366842535561703
1049,Cxcl14,0.00010029012463362442
1050,Cxcl2,4.448474882411726e-05
1051,Cxcr4,0.00028595192213568265
1052,Cxcr5,7.46437080846376e-05
1053,Cxcr7,0.001249567568148969
1054,Cxxc1,4.189392764588478e-05
1055,Cyb5,0.0002785113940774193
1056,Cyb5b,3.888683298799026e-05
1057,Cyb5r3,9.150457299144976e-05
1058,Cyb5r4,7.076049257641235e-05
1059,Cyba,0.00019194498383265328
1060,Cybasc3,1.4289614386741825e-05
1061,Cyc1,4.8844875121989376e-05
1062,Cycs,0.00011579611881569737
1063,Cyfip1,8.339919084653295e-05
1064,Cygb,0.0003632755009907422
1065,Cyp20a1,5.29250051187918e-05
1066,Cyp39a1,4.520680624801868e-05
1067,Cyp4b1,7.645253887699835e-05
1068,Cyp51,6.51148602967166e-05
1069,Cyr61,0.00016839335935021077
1070,Cyth1,0.00022785858739937317
1071,Cyth2,3.153446763346139e-05
1072,Cyth3,4.068160296508304e-05
1073,Cyth4,3.1453272329200936e-05
1074,Cytip,0.00025703371154030177
1075,Cyyr1,4.9400680822480045e-05
1076,D0H4S114,0.0009731787492969173
1077,D10Wsu52e,4.103919384116035e-05
1078,D11Wsu99e,0.0001070621510074001
1079,D14Abb1e,0.000118625943163353
1080,D15Ertd621e,4.5658669932756556e-05
1081,D17Wsu104e,7.341165408969956e-05
1082,D17Wsu92e,4.221633390979784e-05
1083,D19Ertd737e,6.201032296269021e-05
1084,D19Wsu162e,2.9438635686742068e-05
1085,D1Ertd622e,3.8019384762542705e-05
1086,D230025D16Rik,5.3935247011702994e-05
1087,D230037D09Rik,4.762363075246258e-05
1088,D4Wsu53e,0.0001967396984805187
1089,D6Wsu116e,6.850282726155947e-05
1090,D8Ertd738e,8.652392487176485e-05
1091,Daam1,6.088483789948046e-05
1092,Dad1,5.303891638993126e-05
1093,Dag1,0.0008308061990643893
1094,Dap,5.228036327431987e-05
1095,Dars,0.0003712810973955727
1096,Daxx,1.2019314971743292e-05
1097,Dazap2,0.00019037512910714116
1098,Dbi,5.0988948329805546e-05
1099,Dbnl,1.1631276570306075e-05
1100,Dcaf10,3.098567356988555e-05
1101,Dcaf11,8.423032999966999e-05
1102,Dcaf12,4.476471466428241e-05
1103,Dcaf6,0.0001561938051319989
1104,Dcaf8,0.00017491563723099772
1105,Dcdc2b,2.500806400200679e-05
1106,Dck,4.103280007714244e-05
1107,Dcn,0.013014930992562996
1108,Dcps,2.447902799181347e-05
1109,Dctn1,2.2397707008847642e-05
1110,Dctn2,8.807760345747787e-05
1111,Dctn3,4.0157872619818874e-05
1112,Dctn4,4.41658163469297e-05
1113,Dctn5,4.518566373553295e-05
1114,Dctn6,0.00010119737861134067
1115,Dcun1d5,4.8836678751503466e-05
1116,Dda1,3.246532648011648e-05
1117,Ddah2,0.00026254995698100306
1118,Ddb1,4.572549209865809e-05
1119,Ddhd1,1.2599112492815069e-05
1120,Ddhd2,4.04464652217126e-05
1121,Ddit3,4.0530763499728406e-05
1122,Ddit4,5.703165921548931e-05
1123,Ddost,0.00011295365726025782
1124,Ddr1,2.50132768778962e-05
1125,Ddrgk1,0.00017841333322574709
1126,Ddt,6.279990027237876e-05
1127,Ddx1,0.00027367381810483897
1128,Ddx17,0.00022915154498030405
1129,Ddx18,3.938685914825455e-05
1130,Ddx21,0.00017458613842919265
1131,Ddx24,0.00012314762447082335
1132,Ddx39b,4.426037457742542e-05
1133,Ddx3x,0.0039102975185775464
1134,Ddx3y,7.410806863945317e-05
1135,Ddx42,4.049980219462447e-05
1136,Ddx46,3.4741313260224155e-05
1137,Ddx5,0.002441259705863075
1138,Ddx50,9.593677607779236e-05
1139,Ddx54,7.681944516096646e-05
1140,Ddx56,1.44556994422724e-05
1141,Ddx6,0.0003211752345110299
1142,Decr2,3.336167244517355e-05
1143,Dedd,6.715568228914592e-05
1144,Degs1,5.427885591059185e-05
1145,Dek,0.00010364419747872508
1146,Dennd3,2.7738696313888006e-05
1147,Dennd4a,0.00012074322832136794
1148,Dennd5a,7.047122860830854e-05
1149,Dennd5b,7.494748130764246e-05
1150,Denr,2.833304311308285e-05
1151,Deptor,5.472937127807896e-05
1152,Derl1,0.00018622942255108608
1153,Des,9.157432391648562e-05
1154,Dgat1,4.564618875202978e-05
1155,Dgka,0.00011002510331249866
1156,Dgkh,4.4924902059201e-05
1157,Dhrs3,7.749190116257968e-05
1158,Dhrs4,2.893100039373315e-05
1159,Dhrs7,5.710000226239809e-05
1160,Dhx15,0.00011223603786033129
1161,Dhx30,6.55302357489751e-05
1162,Dhx40,0.0001997196810664994
1163,Dhx9,2.4735335417500316e-05
1164,Diap2,4.555209310336105e-05
1165,Dido1,4.2069186813544994e-05
1166,Dip2b,0.00013750091557071916
1167,Dis3,1.659966187825664e-05
1168,Dlc1,8.448216208391618e-05
1169,Dld,0.00013570173424728678
1170,Dleu2,3.060662201617392e-05
1171,Dlg1,3.091505984773761e-05
1172,Dlgap4,0.00012305005241138885
1173,Dlst,0.00014135934681732798
1174,Dmd,2.717576492602492e-05
1175,Dmkn,5.8699370993511094e-05
1176,Dmpk,4.026592240725282e-05
1177,Dmtf1,2.3760775763573225e-05
1178,Dmxl1,2.010242495588625e-05
1179,Dmxl2,3.663926842662968e-05
1180,Dnaja1,8.090931123704312e-05
1181,Dnaja2,0.00017971129017764563
1182,Dnajb1,6.0572588992322846e-05
1183,Dnajb11,7.229397066650122e-05
1184,Dnajb6,7.621070862850293e-05
1185,Dnajb9,0.0006569304749773319
1186,Dnajc10,2.0381712929832035e-05
1187,Dnajc14,3.7194248673269906e-05
1188,Dnajc18,2.28453467761363e-05
1189,Dnajc19,3.567595201717555e-05
1190,Dnajc3,0.00017018254207817573
1191,Dnajc4,1.9126434189406518e-05
1192,Dnajc7,2.3648832446017684e-05
1193,Dnajc8,6.767785550945153e-05
1194,Dnm1l,3.8458462236054225e-05
1195,Dnm2,0.0002943161698991641
1196,Dnm3,5.383264390947421e-05
1197,Dnttip2,5.5132062988491376e-05
1198,Dock10,6.520397029286025e-05
1199,Dopey2,5.74937665921167e-06
1200,Dos,1.8006429723370694e-05
1201,Dot1l,5.534300298283481e-05
1202,Dpep1,0.00018680373063640577
1203,Dph3,3.424142844704498e-05
1204,Dpm1,5.0684797100938034e-05
1205,Dpm3,5.420491662523521e-05
1206,Dpp7,2.253745888802143e-05
1207,Dpp8,3.0614759497812855e-05
1208,Dpt,0.00016886655625065222
1209,Dpy30,3.379424723544615e-05
1210,Dpysl2,0.00020556367801918748
1211,Dram2,2.0426620562360234e-05
1212,Drap1,0.0004188929132010632
1213,Drp2,3.980637662383783e-05
1214,Dsp,2.3065497475016304e-05
1215,Dst,0.00011128819997994917
1216,Dstn,7.70955046144903e-05
1217,Dtd1,4.371364232199754e-05
1218,Dtnbp1,0.0001380831654222501
1219,Dtx3,0.00011628433442938504
1220,Dusp1,9.078237709572148e-05
1221,Dusp10,5.646378742277841e-05
1222,Dusp11,4.006382915453759e-05
1223,Dusp16,3.4203651483972303e-05
1224,Dusp22,4.175914855128096e-05
1225,Dusp3,9.950068070271707e-05
1226,Dusp5,5.2398025556090205e-05
1227,Dusp6,0.00031576163444580016
1228,Dvl3,9.576630689374569e-05
1229,Dync1h1,3.728673454406686e-05
1230,Dync1i2,0.00041767644160120137
1231,Dync1li1,9.436504642421953e-05
1232,Dync1li2,6.463067655606942e-05
1233,Dynll1,0.00012322556537239801
1234,Dynll2,2.809017354651818e-05
1235,Dynlrb1,9.257489359121381e-05
1236,Dyrk1a,4.381913969364246e-05
1237,E030024N20Rik,6.31662062630926e-05
1238,E2f4,3.055482782808058e-05
1239,E2f6,2.22253918964267e-05
1240,Ebf1,5.017144191649303e-05
1241,Ebna1bp2,2.1608040354612346e-05
1242,Ebp,2.7754791411599533e-05
1243,Ecd,7.464548739208832e-05
1244,Ece1,0.00016362589540862263
1245,Ech1,8.63577249568185e-05
1246,Eci1,5.2268329641102265e-05
1247,Ecm1,9.282692781743553e-05
1248,Ecscr,5.52656611606946e-05
1249,Ecsit,7.108911708044914e-06
1250,Edem1,0.0001775309894421186
1251,Edem3,4.374037102374374e-05
1252,Edf1,6.175853434281496e-05
1253,Edn3,1.5927907353911212e-05
1254,Ednrb,6.245160957329398e-05
1255,Eea1,3.004192630787633e-05
1256,Eef1a1,0.0012882059777825333
1257,Eef1b2,0.00012835038448132943
1258,Eef1d,0.00012570674956057515
1259,Eef1g,9.814959524608601e-05
1260,Eef2,0.0007753969140809443
1261,Eepd1,4.118247183872172e-05
1262,Efemp1,9.528498931309185e-05
1263,Efemp2,5.317456755903262e-05
1264,Efha1,1.685732943170705e-05
1265,Efha2,6.21524196771645e-05
1266,Efhd2,8.878805438313002e-05
1267,Efr3a,0.00011139176155939205
1268,Efr3b,3.653778227920737e-05
1269,Eftud2,6.92704685699823e-05
1270,Egfl7,8.058324066645227e-05
1271,Egln2,3.587520460189104e-05
1272,Egr1,0.00013449012530925982
1273,Egr2,0.00011731523948974743
1274,Ehbp1l1,3.646088875566874e-05
1275,Ehd1,0.00014143810315184638
1276,Ehd2,0.00038608775874744223
1277,Ehmt2,1.0066801779535815e-05
1278,Ei24,6.0619020952305595e-05
1279,Eif1,0.00020393669035751168
1280,Eif1a,0.00010945354965141367
1281,Eif1ax,4.6453311164656586e-05
1282,Eif1b,5.917256763018852e-05
1283,Eif2a,0.00013107773222690192
1284,Eif2ak2,2.5996331249462552e-05
1285,Eif2b4,1.7512047410610842e-05
1286,Eif2b5,8.788664842026273e-05
1287,Eif2s1,3.756149889500415e-05
1288,Eif2s2,0.001545438076510345
1289,Eif2s3x,4.814837303384173e-05
1290,Eif3a,0.0008562814137352494
1291,Eif3b,0.0007509527876407441
1292,Eif3c,0.0001872621598941572
1293,Eif3d,4.520529391859155e-05
1294,Eif3e,0.00011236956296015898
1295,Eif3f,0.0001537440463921015
1296,Eif3g,5.171937623381897e-05
1297,Eif3h,0.00010843513985991784
1298,Eif3i,8.276523205045888e-05
1299,Eif3k,0.00011284643005314922
1300,Eif3l,5.607704302763921e-05
1301,Eif3m,6.760541231326261e-05
1302,Eif4a1,0.00021171104885443705
1303,Eif4a2,0.00021182338493243224
1304,Eif4a3,5.9319022383270577e-05
1305,Eif4b,9.31955169783586e-05
1306,Eif4e,6.178227386253597e-05
1307,Eif4e2,7.949207370007633e-05
1308,Eif4ebp1,3.260527289151398e-05
1309,Eif4ebp2,5.286802462261336e-05
1310,Eif4enif1,1.7023572527310743e-05
1311,Eif4g1,0.0003261165939684268
1312,Eif4g2,0.0008910728561032538
1313,Eif4g3,1.876568857303713e-05
1314,Eif4h,0.0009807819093112678
1315,Eif5,0.00021101309426428984
1316,Eif5a,0.00033946092424555523
1317,Eif5b,4.920742138496438e-05
1318,Eif6,7.916152509988081e-05
1319,Elavl1,0.0017135460553801898
1320,Elf1,4.532938116435966e-05
1321,Elf2,3.343330640377059e-05
1322,Elk3,0.00017613859530099006
1323,Elk4,0.0002538558739747288
1324,Ell,4.191876622536714e-05
1325,Ell2,2.7051642240376236e-05
1326,Elof1,5.6666045975462765e-05
1327,Elovl5,2.9785912993480277e-05
1328,Elovl6,5.307524749254996e-06
1329,Eltd1,0.00037804239594492885
1330,Emcn,2.6881329452301586e-05
1331,Emd,0.00013154847997571048
1332,Emg1,3.0949534380491034e-05
1333,Emilin2,2.231476068904048e-05
1334,Eml1,2.546971100032771e-05
1335,Eml3,9.160338556331472e-06
1336,Emp1,3.79025949849642e-05
1337,Emp2,4.7466276994539396e-05
1338,Emp3,6.705067314110222e-05
1339,Emr1,2.3730712573170145e-05
1340,Enah,4.768413612245943e-05
1341,Eng,0.00018513460793846082
1342,Eno1,0.00030599095977785676
1343,Enoph1,8.44012199010818e-06
1344,Enpp2,2.5758005965590895e-05
1345,Enpp4,2.4470407494546374e-05
1346,Ensa,0.001384132577329729
1347,Entpd1,0.0002363316458883745
1348,Entpd2,7.799755626882342e-05
1349,Eny2,4.165398604469467e-05
1350,Ep400,9.791744799904244e-05
1351,Epas1,5.1886716790425095e-05
1352,Epb4.1l2,4.997510868150895e-05
1353,Epc1,6.281786953036835e-05
1354,Ephx1,8.037269850353309e-05
1355,Eprs,6.634894418231886e-05
1356,Eps15,4.179015772002069e-05
1357,Erbb2ip,0.0012296530004704254
1358,Erc1,5.1126522048536356e-05
1359,Ercc1,4.06382508403289e-05
1360,Erdr1,0.0006600600294806073
1361,Erf,4.3810477865457195e-05
1362,Erg,2.258528258776818e-05
1363,Ergic2,4.998557065209669e-05
1364,Ergic3,0.00010550219299792951
1365,Erh,0.0001271870004105424
1366,Erlin1,3.8236001931620606e-06
1367,Erp29,3.8722947195223595e-05
1368,Erp44,6.104800551470335e-05
1369,Errfi1,0.00012778064573189357
1370,Esam,0.00014879886111866014
1371,Esco1,1.0630117255432577e-05
1372,Esd,7.721603807348783e-05
1373,Esf1,2.0423517176168374e-05
1374,Esr1,4.4205274143496865e-05
1375,Esyt1,6.577923907290296e-05
1376,Esyt2,7.974485087032225e-05
1377,Etf1,0.0010194471680565241
1378,Etfa,9.183954437594249e-05
1379,Etfb,0.00021728544549634585
1380,Ethe1,2.1039389786501968e-05
1381,Etnk1,4.160494665649872e-05
1382,Ets1,0.002270879768555969
1383,Ets2,0.00013090723889908344
1384,Etv5,4.692608624005008e-05
1385,Etv6,4.5728912019863575e-05
1386,Evi2a,2.544815505792338e-05
1387,Ewsr1,0.0008161283256236597
1388,Exoc5,4.898605039537699e-05
1389,Exoc6,2.836920035968997e-05
1390,Exosc10,8.077923478621371e-05
1391,Exosc2,6.329084395304284e-05
1392,Exosc5,3.314016423504802e-05
1393,Exosc6,2.612700690436113e-05
1394,Exosc7,2.266275374087038e-05
1395,Exosc8,5.113676240579202e-05
1396,Exosc9,1.8925505688502306e-05
1397,Ext1,0.00010022523559397091
1398,Ext2,0.00021684521342390714
1399,Ezr,0.00010633390817817229
1400,F11r,7.55927676033144e-05
1401,F13a1,5.0250980606795724e-05
1402,F2r,9.199603113780068e-05
1403,F630111L10Rik,0.00019285082580459514
1404,Fabp4,0.00026638272927234917
1405,Faf1,7.542802492206997e-05
1406,Faf2,4.055264177219643e-05
1407,Faim3,3.498345868643668e-05
1408,Fam100a,5.327454140547238e-05
1409,Fam100b,4.747923882666433e-05
1410,Fam101b,0.00010874754222440026
1411,Fam102b,2.5304604659428383e-05
1412,Fam105a,4.727067486478947e-05
1413,Fam105b,3.4130949443074196e-05
1414,Fam107b,9.429564069417045e-05
1415,Fam108a,4.290464095434086e-05
1416,Fam108b,6.119796226693049e-05
1417,Fam113b,4.300733730139828e-05
1418,Fam114a2,4.6659832268712465e-05
1419,Fam115a,3.8879039464471226e-05
1420,Fam117b,7.975918096066694e-05
1421,Fam120a,8.689264544392997e-05
1422,Fam125a,2.0313482159231774e-05
1423,Fam133b,1.862083341716193e-05
1424,Fam134a,0.00010516841126329448
1425,Fam134b,0.00013672694399899753
1426,Fam162a,3.161779200916164e-05
1427,Fam168b,3.833665616689398e-05
1428,Fam174a,2.9719564495708957e-05
1429,Fam178a,0.00013503818324825905
1430,Fam188a,5.832196390956065e-05
1431,Fam18b,2.367161658165579e-05
1432,Fam195b,6.593649544727326e-05
1433,Fam20a,2.6821249915297136e-05
1434,Fam32a,0.00010136140971507793
1435,Fam36a,5.1042729670650057e-05
